UID,Latitude,Longitude,Name,City,St,Zip,Cat,Elev,Comments,Pin
200147,41.038164,-93.733287,Low Clearance,Osceola,IA,50213,LCX,,ns unknown height clearance,low_unk_pushpin
200148,41.0359585,-93.7672788,Low Clearance,Osceola,IA,50213,LCX,,ns unknown height clearance,low_unk_pushpin
200149,41.311153000000004,-92.652072,Low Clearance,Oskaloosa,IA,52577,LCX,,ns unknown height clearance,low_unk_pushpin
200150,41.285919,-92.645463,Low Clearance,Oskaloosa,IA,52577,LCX,,unmarked height clearance,low_unk_pushpin
200151,41.3533688,-93.3002686,Low Clearance,Pleasantville,IA,50225,LCX,,ns unknown height clearance,low_unk_pushpin
200152,41.439844,-93.30077299999999,Low Clearance,Pleasantville,IA,50225,LCX,,ns unknown height clearance,low_unk_pushpin
200153,41.0387816,-94.54999790000001,Low Clearance,Prescott,IA,50859,LCX,,ns unknown height clearance,low_unk_pushpin
200154,42.310443,-93.395386,Low Clearance,Radcliffe,IA,50230,LCX,,unmarked height clearance,low_unk_pushpin
200155,41.014102,-95.308638,Low Clearance,Red Oak,IA,51566,LCX,,ns unknown height clearance,low_unk_pushpin
200156,41.002818,-95.252034,Low Clearance,Red Oak,IA,51566,LCX,,ns unknown height clearance,low_unk_pushpin
200157,41.00979,-95.19481800000001,Low Clearance,Red Oak,IA,51566,LCX,,ns unknown height clearance,low_unk_pushpin
200169,40.980812,-95.11876,Low Clearance,Stanton,IA,51573,LCX,,ns unknown height clearance,low_unk_pushpin
200170,40.972719,-95.079634,Low Clearance,Stanton,IA,51573,LCX,,ns unknown height clearance,low_unk_pushpin
200171,42.638579,-95.186222,Low Clearance,Storm Lake,IA,50588,LCX,,unmarked height clearance,low_unk_pushpin
200172,40.987083,-95.137948,Low Clearance,Villisca,IA,51573,LCX,,ns unknown height clearance,low_unk_pushpin
200173,40.925395,-94.977311,Low Clearance,Villisca,IA,50864,LCX,,ns unknown height clearance,low_unk_pushpin
200174,40.934151,-95.004521,Low Clearance,Villisca,IA,50864,LCX,,ns unknown height clearance,low_unk_pushpin
200175,41.408026,-95.25123599999999,Low Clearance,Walnut,IA,51577,LCX,,ns unknown height clearance,low_unk_pushpin
200176,42.510562,-92.336715,Low Clearance,Waterloo,IA,50703,LCX,,unmarked height clearance,low_unk_pushpin
200177,42.507273,-92.37338000000001,Low Clearance,Waterloo,IA,50701,LCX,,unmarked height clearance,low_unk_pushpin
200178,42.714911,-92.483509,Low Clearance,Waverly,IA,50677,LCX,,unmarked height clearance,low_unk_pushpin
200179,42.693224,-92.482899,Low Clearance,Waverly,IA,50677,LCX,,unmarked height clearance,low_unk_pushpin
200180,42.471419,-93.81344200000001,Low Clearance,Webster City,IA,50595,LCX,,unmarked height clearance,low_unk_pushpin
200181,42.44913,-93.797679,Low Clearance,Webster City,IA,50595,LCX,,unmarked height clearance,low_unk_pushpin
200182,41.697088,-95.745071,Low Clearance,Woodbine,IA,51579,LCX,,ns unknown height clearance,low_unk_pushpin
200183,41.687158000000004,-95.744538,Low Clearance,Woodbine,IA,51579,LCX,,ns unknown height clearance,low_unk_pushpin
200184,41.007706,-93.634757,Low Clearance,Woodburn,IA,50275,LCX,,ns unknown height clearance,low_unk_pushpin
200185,39.021718,-96.278602,Low Clearance,Alma,KS,66401,LCX,,unmarked height clearance,low_unk_pushpin
200186,38.976541999999995,-96.344571,Low Clearance,Alma,KS,66401,LCX,,ns unknown height clearance,low_unk_pushpin
200187,38.855422999999995,-96.52021500000001,Low Clearance,Alta Vista,KS,66834,LCX,,ns unknown height clearance,low_unk_pushpin
200188,37.238133000000005,-98.25720600000001,Low Clearance,Attica,KS,67009,LCX,,ns unknown height clearance,low_unk_pushpin
200189,39.437497,-97.521459,Low Clearance,Aurora ,KS,67417,LCX,,unmarked height clearance,low_unk_pushpin
200190,39.833905,-97.595812,Low Clearance,Belleville,KS,66935,LCX,,ns unknown height clearance,low_unk_pushpin
200191,39.899161,-96.768878,Low Clearance,Bremen,KS,66412,LCX,,ns unknown height clearance,low_unk_pushpin
200192,39.904151,-96.787806,Low Clearance,Bremen,KS,66412,LCX,,unmarked height clearance,low_unk_pushpin
200193,37.313454,-96.78876899999999,Low Clearance,Burden,KS,67019,LCX,,ns unknown height clearance,low_unk_pushpin
200194,37.645687,-95.479558,Low Clearance,Chanute,KS,66720,LCX,,unmarked height clearance,low_unk_pushpin
200195,37.689163,-95.479448,Low Clearance,Chanute,KS,66720,LCX,,unmarked height clearance,low_unk_pushpin
200196,37.725653,-95.47101500000001,Low Clearance,Chanute,KS,66720,LCX,,unmarked height clearance,low_unk_pushpin
200197,37.662248999999996,-95.47946999999999,Low Clearance,Chanute,KS,66720,LCX,,unmarked height clearance,low_unk_pushpin
200198,37.703634,-95.4792,Low Clearance,Chanute,KS,66720,LCX,,ns unknown height clearance,low_unk_pushpin
200199,37.659898,-95.47946999999999,Low Clearance,Chanute,KS,66720,LCX,,unmarked height clearance,low_unk_pushpin
200200,37.674789000000004,-95.479496,Low Clearance,Chanute,KS,66720,LCX,,unmarked height clearance,low_unk_pushpin
200201,37.682009,-95.47942900000001,Low Clearance,Chanute,KS,66720,LCX,,unmarked height clearance,low_unk_pushpin
200202,37.030389,-95.632345,Low Clearance,Coffeyville,KS,67337,LCX,,unmarked height clearance,low_unk_pushpin
200203,39.231018,-95.95326899999999,Low Clearance,Delia,KS,66418,LCX,,unmarked height clearance,low_unk_pushpin
200204,39.217165,-95.929474,Low Clearance,Delia,KS,66418,LCX,,unmarked height clearance,low_unk_pushpin
200205,38.46371,-97.260896,Low Clearance,Durham,KS,67438,LCX,,unmarked height clearance,low_unk_pushpin
200206,37.831979,-96.844433,Low Clearance,El Dorado,KS,67042,LCX,,unmarked height clearance,low_unk_pushpin
200207,37.817,-96.840535,Low Clearance,El Dorado,KS,67042,LCX,,unmarked height clearance,low_unk_pushpin
200208,37.835377,-96.849672,Low Clearance,El Dorado,KS,67042,LCX,,unmarked height clearance,low_unk_pushpin
200209,37.569932,-97.350138,Low Clearance,Haysville,KS,67060,LCX,,unmarked height clearance,low_unk_pushpin
200210,37.564384999999994,-97.351569,Low Clearance,Haysville,KS,67060,LCX,,unmarked height clearance,low_unk_pushpin
200211,39.906612,-95.582738,Low Clearance,Hiawatha,KS,66434,LCX,,ns unknown height clearance,low_unk_pushpin
200212,38.473183,-97.243045,Low Clearance,Hillsboro,KS,67063,LCX,,unmarked height clearance,low_unk_pushpin
200213,37.239647,-95.68389300000001,Low Clearance,Independence,KS,67301,LCX,,ns unknown height clearance,low_unk_pushpin
200214,37.233340999999996,-95.70106700000001,Low Clearance,Independence,KS,67301,LCX,,unmarked height clearance,low_unk_pushpin
200215,37.232354,-95.706603,Low Clearance,Independence,KS,67301,LCX,,unmarked height clearance,low_unk_pushpin
200216,37.980357,-95.391047,Low Clearance,Iola,KS,66749,LCX,,ns unknown height clearance,low_unk_pushpin
200217,39.572717,-95.28354200000001,Low Clearance,Lancaster,KS,66041,LCX,,ns unknown height clearance,low_unk_pushpin
200218,39.80316,-98.654198,Low Clearance,Lebanon,KS,66952,LCX,,ns unknown height clearance,low_unk_pushpin
200219,38.475,-95.728787,Low Clearance,Lebo,KS,66856,LCX,,ns unknown height clearance,low_unk_pushpin
200220,38.95627,-94.746827,Low Clearance,Lenexa,KS,66215,LCX,,ns unknown height clearance,low_unk_pushpin
200221,37.387401000000004,-96.054144,Low Clearance,Longton,KS,67352,LCX,,ns unknown height clearance,low_unk_pushpin
200222,39.808184000000004,-98.25041,Low Clearance,Mankato,KS,66956,LCX,,ns unknown height clearance,low_unk_pushpin
200223,39.089259000000006,-96.005928,Low Clearance,Maple Hill,KS,66507,LCX,,unmarked height clearance,low_unk_pushpin
200224,38.184025,-96.570753,Low Clearance,Matfield Green,KS,66862,LCX,,ns unknown height clearance,low_unk_pushpin
200225,38.156717,-96.56404599999999,Low Clearance,Matfield Green,KS,66862,LCX,,unmarked height clearance,low_unk_pushpin
200226,38.514229,-95.624475,Low Clearance,Melvern,KS,66510,LCX,,ns unknown height clearance,low_unk_pushpin
200227,38.496385,-95.65639399999999,Low Clearance,Melvern,KS,66510,LCX,,ns unknown height clearance,low_unk_pushpin
200228,37.4931177,-95.7331604,Low Clearance,Neodesha,KS,66757,LCX,,unmarked high height clearance,low_unk_pushpin
200229,38.883668,-94.801445,Low Clearance,Olathe,KS,66061,LCX,,unmarked height clearance,low_unk_pushpin
200230,39.418437,-96.150085,Low Clearance,Onaga,KS,66521,LCX,,unmarked height clearance,low_unk_pushpin
200231,38.403745,-94.95792900000001,Low Clearance,Osawatomie,KS,66064,LCX,,ns unknown height clearance,low_unk_pushpin
200232,38.240732,-94.998122,Low Clearance,Parker,KS,66072,LCX,,ns unknown height clearance,low_unk_pushpin
200233,37.337684,-95.26481899999999,Low Clearance,Parsons,KS,67357,LCX,,unmarked height clearance,low_unk_pushpin
200234,39.837756,-99.59003100000001,Low Clearance,Phillipsburg,KS,67661,LCX,,ns unknown height clearance,low_unk_pushpin
200235,39.81819,-97.689149,Low Clearance,Scandia,KS,66966,LCX,,ns unknown height clearance,low_unk_pushpin
200236,39.800458,-97.75470200000001,Low Clearance,Scandia,KS,66966,LCX,,ns unknown height clearance,low_unk_pushpin
200237,39.777947999999995,-98.748622,Low Clearance,Smith Center,KS,66967,LCX,,ns unknown height clearance,low_unk_pushpin
200238,39.757704,-98.879374,Low Clearance,Smith Center,KS,66967,LCX,,ns unknown height clearance,low_unk_pushpin
200239,38.723778,-94.814593,Low Clearance,Spring Hill,KS,66083,LCX,,ns unknown height clearance,low_unk_pushpin
200240,38.694263,-94.829034,Low Clearance,Spring Hill,KS,66083,LCX,,ns unknown height clearance,low_unk_pushpin
200241,39.061098,-95.66050899999999,Low Clearance,Topeka,KS,66616,LCX,,unmarked height clearance,low_unk_pushpin
200242,39.599554,-96.295586,Low Clearance,Vermillion,KS,66544,LCX,,ns unknown height clearance,low_unk_pushpin
200243,39.580657,-96.28620699999999,Low Clearance,Vermillion,KS,66544,LCX,,ns unknown height clearance,low_unk_pushpin
200244,39.556059000000005,-96.27722,Low Clearance,Vermillion,KS,66544,LCX,,ns unknown height clearance,low_unk_pushpin
200245,39.551149,-96.267498,Low Clearance,Vermillion,KS,66544,LCX,,ns unknown height clearance,low_unk_pushpin
200246,38.222547999999996,-95.336578,Low Clearance,Welda,KS,66091,LCX,,ns unknown height clearance,low_unk_pushpin
200247,37.263078,-97.366785,Low Clearance,Wellington,KS,67152,LCX,,unmarked height clearance,low_unk_pushpin
200248,38.185334999999995,-95.481066,Low Clearance,Westphalia,KS,66093,LCX,,ns unknown height clearance,low_unk_pushpin
200249,38.826939,-96.688985,Low Clearance,White City,KS,66872,LCX,,unmarked height clearance,low_unk_pushpin
200250,37.94123,-97.16875300000001,Low Clearance,Whitewater,KS,67154,LCX,,unmarked low height clearance,low_unk_pushpin
200251,37.013452,-83.817799,Low Clearance,Barbourville,KY,40906,LCX,,ns unknown height clearance,low_unk_pushpin
200252,37.572808,-83.707216,Low Clearance,Beattyville,KY,41311,LCX,,ns unknown height clearance,low_unk_pushpin
200253,39.099195,-84.478589,Low Clearance,Bellevue,KY,41073,LCX,,unmarked height clearance,low_unk_pushpin
200254,39.094456,-84.479951,Low Clearance,Bellevue,KY,41073,LCX,,unmarked height clearance,low_unk_pushpin
200255,37.548516,-84.30898,Low Clearance,Berea,KY,40403,LCX,,unmarked height clearance,low_unk_pushpin
200256,36.999321,-86.44078,Low Clearance,Bowling Green,KY,42101,LCX,,unmarked height clearance,low_unk_pushpin
200257,37.991417,-86.087916,Low Clearance,Brandenburg,KY,40108,LCX,,ns unknown height clearance,low_unk_pushpin
200258,38.36915,-85.443575,Low Clearance,Buckner,KY,40010,LCX,,unmarked height clearance,low_unk_pushpin
200259,36.995098999999996,-84.603076,Low Clearance,Burnside,KY,42519,LCX,,ns unknown height clearance,low_unk_pushpin
200260,36.954640000000005,-84.58059200000001,Low Clearance,Burnside,KY,42519,LCX,,unmarked height clearance,low_unk_pushpin
200261,37.018414,-88.44218000000001,Low Clearance,Calvert City,KY,42029,LCX,,ns unknown height clearance,low_unk_pushpin
200262,38.404429,-82.598467,Low Clearance,Catlettsburg,KY,41129,LCX,,unmarked low height clearance,low_unk_pushpin
200263,37.297964,-87.235776,Low Clearance,Central City,KY,42330,LCX,,ns unknown height clearance,low_unk_pushpin
200264,37.291864000000004,-87.126997,Low Clearance,Central City,KY,42330,LCX,,unmarked height clearance,low_unk_pushpin
200265,37.319936,-87.13798299999999,Low Clearance,Central City,KY,42330,LCX,,unmarked height clearance,low_unk_pushpin
200266,37.300681,-87.24046,Low Clearance,Central City,KY,42330,LCX,,ns unknown height clearance,low_unk_pushpin
200267,38.995878000000005,-84.54157099999999,Low Clearance,Covington,KY,41017,LCX,,unmarked height clearance,low_unk_pushpin
200268,39.074870000000004,-84.500215,Low Clearance,Covington,KY,41011,LCX,,unmarked height clearance,low_unk_pushpin
200269,39.041696,-84.514963,Low Clearance,Covington,KY,41015,LCX,,unmarked height clearance,low_unk_pushpin
200270,39.054945000000004,-84.500747,Low Clearance,Covington,KY,41015,LCX,,unmarked height clearance,low_unk_pushpin
200271,39.044191999999995,-84.511517,Low Clearance,Covington,KY,41015,LCX,,unmarked height clearance,low_unk_pushpin
200272,39.075202000000004,-84.4998,Low Clearance,Covington,KY,41011,LCX,,unmarked height clearance,low_unk_pushpin
200273,39.006629,-84.53749300000001,Low Clearance,Covington,KY,41017,LCX,,unmarked height clearance,low_unk_pushpin
200274,39.073264,-84.501726,Low Clearance,Covington,KY,41014,LCX,,unmarked height clearance,low_unk_pushpin
200275,39.083006,-84.549921,Low Clearance,Covington,KY,41011,LCX,,unmarked height clearance,low_unk_pushpin
200276,39.086257,-84.51751999999999,Low Clearance,Covington,KY,41011,LCX,,unmarked height clearance,low_unk_pushpin
200277,39.087583,-84.518451,Low Clearance,Covington,KY,41011,LCX,,unmarked height clearance,low_unk_pushpin
200278,39.086549,-84.517715,Low Clearance,Covington,KY,41011,LCX,,unmarked height clearance,low_unk_pushpin
200279,39.085399,-84.516788,Low Clearance,Covington,KY,41011,LCX,,unmarked height clearance,low_unk_pushpin
200280,38.328922999999996,-85.464348,Low Clearance,Crestwood,KY,40014,LCX,,unmarked height clearance,low_unk_pushpin
200281,37.084133,-87.494026,Low Clearance,Crofton,KY,42217,LCX,,ns unknown height clearance,low_unk_pushpin
200282,36.885375,-88.778145,Low Clearance,Cunningham,KY,42035,LCX,,unmarked height clearance,low_unk_pushpin
200283,39.112843,-84.468215,Low Clearance,Dayton,KY,41074,LCX,,unmarked height clearance,low_unk_pushpin
200284,37.093517,-88.101444,Low Clearance,Eddyville,KY,42038,LCX,,ns unknown height clearance,low_unk_pushpin
200285,37.710556,-85.835923,Low Clearance,Elizabethtown,KY,42701,LCX,,unmarked height clearance,low_unk_pushpin
200286,39.031703,-84.587283,Low Clearance,Erlanger,KY,41017,LCX,,unmarked height clearance,low_unk_pushpin
200287,39.02496,-84.592722,Low Clearance,Erlanger,KY,41018,LCX,,unmarked height clearance,low_unk_pushpin
200288,36.795136,-88.783641,Low Clearance,Fancy Farm,KY,42039,LCX,,unmarked height clearance,low_unk_pushpin
200289,36.812509999999996,-88.77964399999999,Low Clearance,Fancy Farm,KY,42039,LCX,,ns unknown height clearance,low_unk_pushpin
200290,38.978099,-84.611069,Low Clearance,Florence,KY,41042,LCX,,unmarked height clearance,low_unk_pushpin
200291,37.878492,-85.965652,Low Clearance,Fort Knox,KY,40121,LCX,,unmarked height clearance,low_unk_pushpin
200292,37.875087,-85.962835,Low Clearance,Fort Knox,KY,40121,LCX,,ns unknown height clearance,low_unk_pushpin
200293,37.896124,-85.959101,Low Clearance,Fort Knox,KY,40121,LCX,,ns unknown height clearance,low_unk_pushpin
200294,37.903409,-85.959087,Low Clearance,Fort Knox,KY,40121,LCX,,ns unknown height clearance,low_unk_pushpin
200295,37.881738,-85.95954300000001,Low Clearance,Fort Knox,KY,40121,LCX,,ns unknown height clearance,low_unk_pushpin
200296,37.890358,-85.95928599999999,Low Clearance,Fort Knox,KY,40121,LCX,,ns unknown height clearance,low_unk_pushpin
200297,39.064196,-84.558743,Low Clearance,Fort Wright,KY,41011,LCX,,unmarked height clearance,low_unk_pushpin
200298,38.173338,-84.789043,Low Clearance,Frankfort,KY,40601,LCX,,unmarked height clearance,low_unk_pushpin
200299,38.344592999999996,-84.529241,Low Clearance,Georgetown,KY,40324,LCX,,unmarked low height clearance,low_unk_pushpin
200300,38.149652,-84.535825,Low Clearance,Georgetown,KY,40324,LCX,,unmarked height clearance,low_unk_pushpin
200301,38.211546999999996,-84.54718299999999,Low Clearance,Georgetown,KY,40324,LCX,,unmarked height clearance,low_unk_pushpin
200302,37.949789,-86.81104,Low Clearance,Hawesville,KY,42348,LCX,,ns unknown height clearance,low_unk_pushpin
200303,37.843775,-87.591708,Low Clearance,Henderson ,KY,42420,LCX,,unmarked height clearance,low_unk_pushpin
200304,36.873191999999996,-88.778867,Low Clearance,Hickory,KY,42051,LCX,,unmarked height clearance,low_unk_pushpin
200305,36.825169,-87.451155,Low Clearance,Hopkinsville,KY,42240,LCX,,unmarked height clearance,low_unk_pushpin
200306,36.816508,-87.47169699999999,Low Clearance,Hopkinsville,KY,42240,LCX,,unmarked height clearance,low_unk_pushpin
200307,36.829879999999996,-87.452073,Low Clearance,Hopkinsville,KY,42240,LCX,,unmarked height clearance,low_unk_pushpin
200308,38.95505,-84.574336,Low Clearance,Independence,KY,41051,LCX,,unmarked height clearance,low_unk_pushpin
200309,38.975183,-84.54996899999999,Low Clearance,Independence,KY,41051,LCX,,unmarked height clearance,low_unk_pushpin
200310,37.188133,-82.894401,Low Clearance,Isom,kY,41824,LCX,,unmarked height clearance,low_unk_pushpin
200311,37.073551,-88.14440400000001,Low Clearance,Kuttawa,KY,42055,LCX,,unmarked height clearance,low_unk_pushpin
200312,37.087487,-88.1151,Low Clearance,Kuttawa,KY,42055,LCX,,unmarked height clearance,low_unk_pushpin
200313,37.049123,-88.166671,Low Clearance,Kuttawa,KY,42055,LCX,,unmarked height clearance,low_unk_pushpin
200314,37.48834,-86.264862,Low Clearance,Leitchfield,KY,42754,LCX,,unmarked height clearance,low_unk_pushpin
200315,38.116745,-84.52842700000001,Low Clearance,Lexington,KY,40511,LCX,,unmarked height clearance,low_unk_pushpin
200316,37.997946999999996,-84.5267,Low Clearance,Lexington,KY,40503,LCX,,unmarked height clearance,low_unk_pushpin
200317,38.042198,-84.510452,Low Clearance,Lexington,KY,40508,LCX,,unmarked height clearance,low_unk_pushpin
200318,38.015315,-84.523217,Low Clearance,Lexington,KY,40503,LCX,,unmarked height clearance,low_unk_pushpin
200319,38.025783000000004,-84.45353399999999,Low Clearance,Lexington,KY,40505,LCX,,unmarked height clearance,low_unk_pushpin
200320,37.992851,-84.528599,Low Clearance,Lexington,KY,40503,LCX,,unmarked height clearance,low_unk_pushpin
200321,38.256648,-85.485176,Low Clearance,Louisville,KY,40245,LCX,,unmarked height clearance,low_unk_pushpin
200322,38.19675,-85.625312,Low Clearance,Louisville,KY,40218,LCX,,unmarked height clearance,low_unk_pushpin
200323,38.083529999999996,-85.881026,Low Clearance,Louisville,KY,40272,LCX,,unmarked height clearance,low_unk_pushpin
200324,38.131459,-85.899077,Low Clearance,Louisville,KY,40258,LCX,,unmarked height clearance,low_unk_pushpin
200325,38.199044,-85.60301700000001,Low Clearance,Louisville,KY,40220,LCX,,unmarked height clearance,low_unk_pushpin
200326,38.235755,-85.768339,Low Clearance,Louisville,KY,40203,LCX,,unmarked height clearance,low_unk_pushpin
200327,39.096159,-84.542604,Low Clearance,Ludlow,KY,41016,LCX,,unmarked height clearance,low_unk_pushpin
200328,37.891802,-86.984041,Low Clearance,Maceo,KY,42355,LCX,,unmarked height clearance,low_unk_pushpin
200329,37.327093,-87.48174,Low Clearance,Madisonville,KY,42431,LCX,,unmarked height clearance,low_unk_pushpin
200330,37.340243,-87.57975400000001,Low Clearance,Madisonville,KY,42431,LCX,,unmarked height clearance,low_unk_pushpin
200331,37.307802,-87.467156,Low Clearance,Madisonville,KY,42431,LCX,,unmarked height clearance,low_unk_pushpin
200332,37.307376,-87.50855,Low Clearance,Madisonville,KY,42431,LCX,,unmarked height clearance,low_unk_pushpin
200333,36.740915,-88.787961,Low Clearance,Mayfield,KY,42066,LCX,,unmarked height clearance,low_unk_pushpin
200334,36.706407,-88.804506,Low Clearance,Mayfield,KY,42066,LCX,,ns unknown height clearance,low_unk_pushpin
200335,36.946692999999996,-88.765284,Low Clearance,Melber,KY,42069,LCX,,unmarked height clearance,low_unk_pushpin
200336,38.148424,-84.68134599999999,Low Clearance,Midway,KY,40347,LCX,,ns unknown height clearance,low_unk_pushpin
200337,37.932972,-84.5577,Low Clearance,Nicholasville,KY,40356,LCX,,unmarked height clearance,low_unk_pushpin
200338,37.878723,-84.59719399999999,Low Clearance,Nicholasville,KY,40356,LCX,,unmarked height clearance,low_unk_pushpin
200339,37.125475,-87.479148,Low Clearance,Nortonville,KY,42442,LCX,,ns unknown height clearance,low_unk_pushpin
200340,37.029387,-88.754696,Low Clearance,Paducah,KY,42001,LCX,,unmarked height clearance,low_unk_pushpin
200341,36.973240000000004,-88.75959300000001,Low Clearance,Paducah,KY,42001,LCX,,unmarked height clearance,low_unk_pushpin
200342,37.066522,-88.631715,Low Clearance,Paducah,KY,42003,LCX,,unmarked height clearance,low_unk_pushpin
200343,37.071954,-88.637876,Low Clearance,Paducah,KY,42001,LCX,,unmarked height clearance,low_unk_pushpin
200344,37.008896,-88.75596800000001,Low Clearance,Paducah,KY,42001,LCX,,unmarked height clearance,low_unk_pushpin
200345,38.215832,-84.248925,Low Clearance,Paris,KY,40361,LCX,,unmarked height clearance,low_unk_pushpin
200346,38.226707,-84.251448,Low Clearance,Paris,KY,40361,LCX,,unmarked height clearance,low_unk_pushpin
200347,37.104960999999996,-87.879873,Low Clearance,Princeton,KY,42445,LCX,,unmarked height clearance,low_unk_pushpin
200348,37.731074,-84.288915,Low Clearance,Richmond,KY,40475,LCX,,unmarked height clearance,low_unk_pushpin
200349,38.389596000000004,-84.53750500000001,Low Clearance,Sadieville,KY,40370,LCX,,unmarked height clearance,low_unk_pushpin
200350,38.214290000000005,-85.21853399999999,Low Clearance,Shelbyville,KY,40065,LCX,,unmarked height clearance,low_unk_pushpin
200351,38.206261,-85.264488,Low Clearance,Shelbyville,KY,40065,LCX,,unmarked height clearance,low_unk_pushpin
200352,38.688595,-84.88754200000001,Low Clearance,Sparta,KY,41086,LCX,,unmarked height clearance,low_unk_pushpin
200353,38.041449,-84.844176,Low Clearance,Versailles,KY,40383,LCX,,unmarked high height clearance,low_unk_pushpin
200354,38.841192,-84.616745,Low Clearance,Walton,KY,41094,LCX,,unmarked high height clearance,low_unk_pushpin
200355,38.841590000000004,-84.616534,Low Clearance,Walton,KY,41094,LCX,,unmarked height clearance,low_unk_pushpin
200356,38.857246999999994,-84.605995,Low Clearance,Walton,KY,41094,LCX,,unmarked height clearance,low_unk_pushpin
200357,36.598695,-88.854883,Low Clearance,Water Valley,KY,42085,LCX,,unmarked height clearance,low_unk_pushpin
200358,37.443061,-82.807633,Low Clearance,Wayland,KY,41666,LCX,,unmarked height clearance,low_unk_pushpin
200359,37.003144,-89.151326,Low Clearance,Wickliffe,KY,42087,LCX,,ns unknown height clearance,low_unk_pushpin
200360,37.024661,-89.165591,Low Clearance,Wickliffe,KY,42087,LCX,,ns unknown height clearance,low_unk_pushpin
200361,37.824349,-84.71743599999999,Low Clearance,Wilmore,KY,40390,LCX,,unmarked height clearance,low_unk_pushpin
200362,37.8186,-84.719105,Low Clearance,Wilmore,KY,40390,LCX,,unmarked height clearance,low_unk_pushpin
200363,37.927667,-84.102698,Low Clearance,Winchester,KY,40391,LCX,,ns unknown height clearance,low_unk_pushpin
200364,38.007314,-84.188848,Low Clearance,Winchester,KY,40391,LCX,,unmarked height clearance,low_unk_pushpin
200365,38.008783,-84.183911,Low Clearance,Winchester,KY,40391,LCX,,unmarked height clearance,low_unk_pushpin
200366,38.015499,-84.211352,Low Clearance,Winchester,KY,40391,LCX,,unmarked height clearance,low_unk_pushpin
200367,36.628956,-88.842768,Low Clearance,Wingo,KY,42088,LCX,,ns unknown height clearance,low_unk_pushpin
200368,43.558015999999995,-95.661291,Low Clearance,Bigelow,MN,56117,LCX,,unknown height clearance,low_unk_pushpin
200369,39.892711,-93.49090100000001,Low Clearance,Chula,MO,64635,LCX,,ns unknown height clearance,low_unk_pushpin
200370,38.895759999999996,-94.584068,Low Clearance,Kansas City,MO,64146,LCX,,unmarked med height clearance,low_unk_pushpin
200371,39.129917,-94.494469,Low Clearance,Kansas City,MO,64120,LCX,,unmarked med height clearance,low_unk_pushpin
200372,39.155695,-94.585987,Low Clearance,Kansas City,MO,64116,LCX,,unmarked 14 plus height clearance,low_unk_pushpin
200373,40.394482,-93.574738,Low Clearance,Princeton,MO,64673,LCX,,unmarked med height clearance,low_unk_pushpin
200374,33.823181,-88.51669100000001,Low Clearance,Aberdeen,MS,39730,LCX,,unmarked height clearance,low_unk_pushpin
200375,33.997633,-88.503941,Low Clearance,Amory,MS,38821,LCX,,unmarked height clearance,low_unk_pushpin
200376,33.481957,-88.451307,Low Clearance,Columbus,MS,39701,LCX,,unmarked height clearance,low_unk_pushpin
200377,34.932838000000004,-88.517482,Low Clearance,Corinth,MS,38834,LCX,,unmarked height clearance,low_unk_pushpin
200378,34.93517,-88.526698,Low Clearance,Corinth,MS,38834,LCX,,unmarked height clearance,low_unk_pushpin
200379,34.924118,-88.495414,Low Clearance,Corinth,MS,38834,LCX,,unmarked height clearance,low_unk_pushpin
200380,31.292575,-89.323166,Low Clearance,Hattiesburg,MS,39402,LCX,,unmarked height clearance,low_unk_pushpin
200381,31.304323999999998,-89.313523,Low Clearance,Hattiesburg,MS,39401,LCX,,unmarked height clearance,low_unk_pushpin
200382,34.832986,-89.994727,Low Clearance,Hernando,MS,38632,LCX,,unmarked height clearance,low_unk_pushpin
200383,34.812119,-88.198396,Low Clearance,Iuka,MS,38852,LCX,,unmarked height clearance,low_unk_pushpin
200384,31.097952000000003,-89.43144699999999,Low Clearance,Lumberton,MS,39455,LCX,,ns unknown height clearance,low_unk_pushpin
200385,32.33978,-89.151423,Low Clearance,Newton,MS,39345,LCX,,unmarked height clearance,low_unk_pushpin
200386,30.473482,-89.68415999999999,Low Clearance,Picayune,MS,39466,LCX,,unmarked height clearance,low_unk_pushpin
200387,34.166677,-88.702977,Low Clearance,Tupelo,MS,38801,LCX,,unmarked height clearance,low_unk_pushpin
200388,35.368409,-80.19712700000001,Low Clearance,Albemarle,NC,28001,LCX,,unmarked height clearance,low_unk_pushpin
200389,35.479609,-82.524491,Low Clearance,Arden,NC,28704,LCX,,unmarked height clearance,low_unk_pushpin
200390,35.474431,-82.51993399999999,Low Clearance,Arden,NC,28704,LCX,,unmarked height clearance,low_unk_pushpin
200391,35.549356,-82.52084029999999,Low Clearance,Asheville,NC,28803,LCX,,unmarked height clearance,low_unk_pushpin
200392,35.565404,-82.501983,Low Clearance,Asheville,NC,28803,LCX,,unmarked height clearance,low_unk_pushpin
200393,35.565665,-82.501181,Low Clearance,Asheville,NC,28805,LCX,,unmarked height clearance,low_unk_pushpin
200394,36.046059,-82.299114,Low Clearance,Bakersville,NC,28705,LCX,,unmarked height clearance,low_unk_pushpin
200395,35.257185,-81.04334899999999,Low Clearance,Belmont,NC,28012,LCX,,unmarked height clearance,low_unk_pushpin
200396,36.090783,-79.431585,Low Clearance,Burlington,NC,27217,LCX,,unmarked height clearance,low_unk_pushpin
