longitude,latitude,dump_site_name,state_province
-104.493651,52.412924,Naicam,SK
-105.099639,51.857712,Lanigan,SK
-103.285381,50.423662,Wolseley esso tourist info,SK
-124.529654,49.845857,Powell River,BC
-112.166846,37.633322,BRYCE CANYON,UT
-111.737484,40.278683,OREM,UT
-103.162365,44.100148,Rapid City CABELLAS in back,SD
-99.338289,43.785191,Chamberlain info/rest area,SD
-98.343451,43.322967,Armour,SD
-74.959873,44.991553,Ingleside,ON
-110.488525,44.736136,Canyon Village Campground,WY
-108.417273,37.296219,Mesa Verde,CO
-110.994981,32.285603,Tucson,AZ
-93.303678,43.605933,Albert Lea,MN
-111.619612,40.176109,Springville,UT
-111.732117,40.061033,Payson,UT
-72.27534,42.891195,Waukesha,WI
-115.38376,36.129775,Red Rock Canyon,NV
-106.768565,34.685967,Belen,NM
-106.774139,34.697847,Belen,NM
-106.616587,35.27532,Rio Rancho,NM
-106.692254,35.241847,Rio Rancho,NM
-108.248265,32.713995,Silver City,NM
-112.933412,46.126662,Anaconda,MT
-104.280319,46.36715,Maker,MT
-112.507746,45.969465,Butte,MT
-112.487249,45.990183,Butte,MT
-115.053721,48.878001,Eureka,MT
-107.285627,33.118899,Truth or Consequences,NM
-108.242479,33.22448,Silver City,NM
-106.016151,33.062698,Tularosa,NM
-64.721198,44.045137,Liverpool,NS
-102.267329,50.334747,Whitewood,SK
-117.279713,55.030738,Valleyview,AB
-104.879773,41.05702,Cheyenne Welcome center,WY
-111.8928,40.439455,Cabellas,UT
-77.249735,48.385555,Senneterre,QC
-72.029771,46.483611,Fortierville,QC
-71.616765,46.374034,lyster,QC
-72.377635,46.109447,Saint-Léonard-dAston,QC
-72.32538,46.166728,Saint-Wenceslas,QC
-70.521355,47.448504,Baie St-Paul,QC
-72.187109,48.248988,Lac Bouchette,QC
-70.569063,47.301801,Petite-Rivière-Saint-François,QC
-47.689314,47.689314,Saint-Aimé-des-Lacs,QC
-70.539464,47.55875,Saint-Urbain,QC
-70.241063,47.193391,st-jean port joli,QC
-63.593109,50.245506,havre st pierre,QC
-69.800408,48.233127,Sacre-Coeur Saguenay,QC
-61.864971,47.378374,Depanneur du village Cap-aux-Meules,QC
-67.342121,48.42006,Lac-au-Saumon,QC
-61.912993,47.372049,etang du nord,QC
-48.847473,48.847812,Matane,QC
-72.688705,46.611796,grand mere,QC
-72.940416,46.252596,Louisville,QC
-72.602276,46.329853,? trois riviere,QC
-71.85974,48.721933,Sainte-Monique-Lac-Saint-Jean,QC
-70.913981,48.453718,Saint-Fulgence,QC
-116.74623,51.973627,Lake Louise,AB
-111.412317,44.35556,Island Park,ID
-116.018661,33.351916,casino Salton Sea Beach,CA
-61.089576,45.59212,Richmond,NS
-105.93371,40.083061,Granby,CO
-61.088952,45.59186,Louisdale,NS
-114.396145,62.44201,yellowknife,NT
-111.203492,43.339702,Palisades,ID
-83.98115,42.07076,Clinton,MI
-90.162452,29.887657,westwago,LA
-93.419113,47.291036,Bovey,MN
-93.603215,46.986819,Hill City,MN
-93.167471,47.383362,Nashwauk,MN
-85.339893,42.928372,$ Lowell,MI
-109.738338,38.486256,dead horse st park,UT
-98.680381,36.806162,Alva,OK
-95.93996,36.74982,Bartlesville,OK
-98.400001,34.621105,Lawton,OK
-97.378757,35.36519,Lake Stanley Draper,OK
-86.772055,33.158793,Camping World of Birmingham Gsam,AL
-85.432878,31.219628,Camping World-Dothan Gsam,AL
-87.708174,30.53504,Camping World-Robertsdale Gsam,AL
-110.917815,32.165818,Camping World-Tucson Gsam,AZ
-92.139939,34.784054,Camping World-North Little Rock Gsam,AR
-118.5704,34.3817,Camping World-Valencia Gsam,CA
-86.9629,30.404,Camping World-Gulf Breeze Gsam,FL
-83.745441,32.653026,Camping World-Byron Gsam,GA
-81.235825,32.108578,Camping World-Pooler Gsam,GA
-112.059816,43.488464,Camping World-Idaho Falls Gsam,ID
-88.17898,42.266892,Camping World-Chicago Gsam,IL
-84.917861,39.859183,Camping World-Richmond Gsam,IN
-92.443718,42.467898,Camping World-Cedar Falls Gsam,IA
-95.874865,41.235051,Camping World-Council Bluffs Gsam,IA
-86.42249,36.92301,Camping World-Bowling Green Gsam,KY
-90.545994,30.482884,Camping World-Hammond Gsam,LA
-85.668537,42.827993,Camping World-Grand Rapids Gsam,MI
-92.203008,38.960408,Camping World-Columbia Gsam,MO
-94.224786,39.025095,Camping World-Grain Valley Gsam,MO
-93.105377,37.271818,Camping World-Springfield Gsam,MO
-76.2836,43.1099,Camping World-Syracuse Gsam,NY
-82.515871,35.404512,Camping World-Asheville Gsam,NC
-79.997874,36.094438,Camping World-Colfax Gsam,NC
-78.927594,34.947796,Camping World-Fayetteville Gsam,NC
-80.860787,35.767147,Camping World-Statesville Gsam,NC
-84.529206,39.337239,Camping World-Fairfield Gsam,OH
-83.588977,41.558129,Camping World-Rossford Gsam,OH
-122.415953,45.542502,Camping World-Wood Village Gsam,OR
-76.7333679,40.3333206,Camping World-Harrisburg Gsam,PA
-80.043511,32.955057,Camping World-Charleston Gsam,SC
-81.126543,34.053248,Camping World-Columbia Gsam,SC
-82.026553,35.009006,Camping World-Spartanburg Gsam,SC
-103.328181,44.180288,Camping World-Rapid City Gsam,SD
-98.071479,29.735422,Camping World-New Braunfels Gsam,TX
-96.607376,33.6149,Camping World-Sherman Gsam,TX
-111.960391,41.047343,Camping World-Kaysville Gsam,UT
-79.962329,37.35892,Camping World-Roanoke Gsam,VA
-78.190895,39.124774,Camping World-Winchester Gsam,VA
-122.334,48.4884,Camping World-Burlington Gsam,WA
-117.140629,47.666127,Camping World-Spokane Gsam,WA
-89.326135,43.184031,Camping World-Madison Gsam,WI
-87.92456,43.38582,Camping World-Saukville Gsam,WI
-115.022262,47.233647,NF campgr $2,MT
-95.607531,43.610563,Worthington,MN
-100.811351,46.825029,Bismarck,ND
-112.923036,46.126956,Anaconda,MT
-110.111261,48.179884,Big Sandy,MT
-108.528142,45.752997,Billings Cabellas,MT
-108.613259,45.731517,Billings,MT
-111.186291,45.672095,Bozeman,MT
-111.046873,45.694168,Bozeman gas,MT
-110.95963,48.514137,Chester,MT
-112.735822,46.403617,Deer Lodge,MT
-112.627683,45.228763,Dillon,MT
-108.756549,48.481463,Fort Belknap,MT
-111.289768,47.524288,Great Falls,MT
-112.013902,46.618052,Helena,MT
-109.246731,45.194385,Red Lodge,MT
-99.330268,34.65213,Altus,OK
-98.962333,35.516136,Clinton,OK
-97.96191,35.599678,Concho,OK
-97.964861,34.485048,Duncan,OK
-97.534232,35.607144,Cabela's Oklahoma City,OK
-97.094022,36.737418,Ponca City,OK
-112.778401,42.949985,Aberdeen,ID
-115.785098,47.250541,Avery,ID
-112.341992,43.198672,Blackfoot,ID
-115.998519,43.384985,Boise,ID
-116.316683,48.695891,Bonners,ID
-112.127045,42.431922,Downey,ID
-116.493407,43.860603,Emmett,ID
-115.98038,42.945527,Grand View,ID
-115.951277,42.934705,Grand View,ID
-119.487234,46.26338,Benton City,WA
-122.66598,47.631597,Bremerton,WA
-122.337778,48.508183,Burlington,WA
-122.944254,46.637478,Chehalis,WA
-117.452636,47.954523,Deer Park gas,WA
-123.023934,48.537965,Friday Harbor,WA
-118.119742,48.599064,Kettle Falls,WA
-122.948488,46.119424,Longview,WA
-90.314149,44.928188,Abbotsford,WI
-87.44107,44.611686,Algoma,WI
-88.077684,44.507523,Ashwaubenon Cabela's,WI
-89.728272,43.475417,Baraboo (gas),WI
-92.144314,45.398621,Clayton,WI
-91.5392,44.784671,Eau Claire,WI
-87.984317,44.52786,Green Bay,WI
-88.071309,44.54231,Green Bay,WI
-90.343728,45.131066,Medford,WI
-91.936166,44.875777,Menomonie,WI
-90.645113,46.591341,Odanah,WI
-88.556352,44.02005,Oshkosh,WI
-90.56064,44.946848,Owen,WI
-89.423728,45.629537,Rhinelander,WI
-91.763975,45.510551,Rice Lake,WI
-90.388557,43.330965,Richland Center,WI
-92.608919,44.864303,River Falls,WI
-89.732223,43.271146,Sauk City,WI
-90.816946,43.935776,Sparta,WI
-88.249365,42.998207,Waukesha,WI
-110.962229,42.487672,Teton National Forest,WY
-111.978797,33.741378,Cave Creek,AZ
-112.002441,34.721969,Cottonwood,AZ
-109.560895,31.346635,Douglas,AZ
-111.662029,35.188666,Flagstaff,AZ
-111.622997,35.192374,Flagstaff,AZ
-112.672651,32.930073,Gila Bend,AZ
-111.483352,36.90901,Page,AZ
-111.313129,34.241172,Payson,AZ
-111.322501,34.267629,Payson,AZ
-111.205503,33.723249,Roosevelt,AZ
-110.840901,32.140406,Tucson,AZ
-149.880513,61.137246,Anchorage,AK
-97.364824,31.07468,Temple,TX
-102.397912,34.83469,Hereford,TX
-102.746273,34.237626,Muleshoe,TX
-115.134292,38.389788,Ely,NV
-111.496974,36.997417,Page,AZ
-94.921001,36.921001,Miami,OK
-120.207207,55.74596,Dawson Creek,BC
-76.331457,37.073968,Hampton,VA
-111.736981,43.580944,Ririe,ID
-112.234384,44.177088,Dubois,ID
-108.165701,43.402699,Shoshoni,WY
-102.2757,33.172541,Brownfield,TX
-102.374897,33.553146,Levelland,TX
-102.327034,33.912467,Littlefield,TX
-102.745989,34.238157,Muleshoe,TX
-101.39632,35.653372,Borger,TX
-108.359763,43.019675,Riverton 7am to 5 pm,WY
-116.174108,47.544429,Smelterville,ID
-114.645772,50.910636,Bragg Creek,AB
-118.141273,48.286749,Gifford,WA
-119.201661,39.380417,Silver Springs,NV
-103.791702,40.247642,Fort Morgan,CO
-74.801508,39.996415,Mount Holly,NJ
-113.318296,53.831679,Gibbons,AB
-124.803571,49.252673,Port Alberni,BC
-114.515414,42.689765,Jerome,ID
-80.086258,43.918205,Orangeville,ON
-113.311856,37.176655,Hurricane,UT
-99.125977,26.564652,Falcon County Park,TX
-114.625243,32.674668,Yuma,AZ
-70.885653,46.312094,St Joseph Bce,QC
-149.879838,61.128251,Anchorage Cabellas,AK
-149.864352,61.124231,Anchorage gas,AK
-112.34633,38.948391,Fillmore,UT
-114.026152,51.932477,Bowden,AB
-106.576108,35.319994,Bernalillo,NM
-113.576561,37.087095,St George,UT
-88.414125,44.316807,Appleton,WI
-149.437534,60.110642,Seward,AK
-147.750711,64.852774,Fairbanks,AK
-135.464565,59.235701,Haines,AK
-79.532456,37.32506,Bedford Welcome Center $5,VA
-75.997166,44.279836,Grass Point State Park $8 entrance,NY
-75.855165,44.377959,Kring Point State Park $8 entrance,NY
-76.02323,44.320489,Wellesley Island State Park $8 entrance,NY
-75.419339,42.185963,Oquaga Creek State Park $8 entrance,NY
-76.110618,43.226109,Oneida Shores County Park $5 entrance,NY
-77.269699,42.882286,Canandaigua,NY
-76.263416,44.16252,Burnham Point State Park $8 entrance,NY
-74.864037,42.787561,Glimmerglass State Park $8 entrance,NY
-78.429054,42.907643,Darien Lakes State Park $8 entrance,NY
-79.430991,42.422724,Lake Erie State Park $8 entrance,NY
-72.171238,40.99035,East Hampton,NY
-76.778368,42.075642,Elmira,NY
-76.817455,42.144492,Elmira Heights,NY
-75.9706,43.054277,Green Lakes State Park $8 entrance,NY
-76.908811,42.734168,Sampson State Park $8 entrance,NY
-73.421115,40.882551,Huntington,NY
-76.515595,42.420444,Buttermilk Falls State Park $8 entrance,NY
-77.679186,42.823578,Livonia,NY
-78.704671,43.18531,Lockport,NY
-74.865366,44.988514,Robert Moses State Park $8 entrance,NY
-72.004637,41.010599,Hither Hills State Park $8 entrance,NY
-75.520388,42.510575,Norwich,NY
-77.126951,42.584619,Keuka Lake State Park $8 entrance,NY
-73.425916,44.723422,Cumberland Bay State Park $8 entrance,NY
-74.994532,44.680517,Potsdam $5,NY
-77.429173,43.233807,Webster $7,NY
-114.864177,39.234887,Ely,NV
-93.973956,32.728634,Oil City,LA
-105.610078,41.31008,Laramie,WY
-112.484599,54.109169,Smoky Lake,AB
-107.912309,37.26964,Durango,CO
-73.251985,45.289113,Saint-Jean-sur-Richelieu,QC
-90.383946,39.446876,White Hall,IL
-104.995551,39.937823,Westminster,CO
-113.014273,38.402631,Milford,UT
-111.777224,50.222334,Rolling Hills,AB
-111.80952,50.53735,Tilley,AB
-112.46218,50.7851,Bassano,AB
-113.58782,50.02081,Claresholm,AB
-64.26443,48.812343,parc forillon entrance fee,QC
-69.345767,48.006607,Halte de l'Isle-Verte,QC
-66.353985,48.059608,Dalhousi,NB
-64.714802,46.470305,Buctouche,NB
-64.561703,45.977113,Memramcook,NB
-61.97067,45.61126,Antigonish,NS
-73.4213,40.88323,Huntington,NY
-133.307027,60.482473,Johnson crossiny,YT
-145.733365,64.030922,Delta Junction,AK
-147.750266,64.837332,Fairbanks,AK
-113.94952,49.494578,Pincher Creek,AB
-114.458078,49.611724,Bellevue,AB
-112.782032,49.878511,Picture Butte,AB
-116.619984,51.84209,Lake,AB
-118.071794,52.860663,Jasper,AB
-116.154734,53.576147,Edson,AB
-115.231769,53.612515,Wildwood,AB
-115.017856,53.600838,Evansburg,AB
-113.121762,54.15935,Thorhild,AB
-117.126792,58.509779,High Level,AB
-96.006535,43.190642,Boyden,IA
-96.4688,43.05794,county park,IA
-95.798289,42.451374,Correctionville,IA
-95.90621,41.556981,Missouri Valley,IA
-90.195342,41.306623,Cambridge,IL
-89.606724,40.679379,Peoria,IL
-91.412189,39.954291,Quincy,IL
-102.639925,45.999964,Hettinger,SD
-96.862449,45.908556,Victor,SD
-97.518047,45.340548,Webster,SD
-96.84244,44.69597,Rest area NB,SD
-96.84877,44.703965,Rest area SB,SD
-96.827492,43.452969,Tea,SD
-97.26574,43.42596,Marion,SD
-98.476902,43.082782,casino Pickstown,SD
-101.80161,39.766146,Saint Francis,KS
-98.772784,38.523961,Hoisington,KS
-97.673803,38.375471,McPherson,KS
-95.526497,37.349737,rest area Cherryvale,KS
-95.24738,37.338186,Parsons,KS
-95.600442,37.034982,Coffeyville,KS
-85.16627,34.261861,Rome,GA
-85.937839,31.777569,Troy,AL
-31.423839,31.423839,Ozark,AL
-86.29348,31.09168,rest area Florala,AL
-103.187186,32.099769,Jal,NM
-106.253867,35.876099,Los Alamos,NM
-128.704853,60.065694,Watson Lake,YT
-71.357791,45.903665,Disraeli,QC
-71.376252,45.970794,St-Joseph-de-Coleraine,QC
-90.971558,36.253405,Riverfront City,AR
-92.076516,35.554401,Higden,AR
-90.819812,44.296503,Black river falls,WI
-96.347346,30.602602,College Station,TX
-114.451637,37.937781,Pioche City,NV
-64.719313,44.045502,Lunenburg,NS
-85.617444,31.42397,Ozark,AL
-113.451323,34.536249,Wickenburg,AZ
-103.390433,46.175597,Bowman,ND
-90.971515,36.253387,Pocahontas,AR
-101.594349,35.68086,Fritch,TX
-105.507055,37.742592,Mosca,CO
-93.129367,34.22358,Arkadelphia,AR
-101.232675,33.658384,Crosbyton,TX
-73.571692,45.371905,St-Constant,QC
