,longitude,latitude,state,roadway,direction,name,mile_marker,restrooms,restrooms_vault_toilet,restrooms_porta,picnic_tables,vending_machines,pet_walking_area,handicapped_area,rv_dump,restaurant,gas,scenic_view
822,-69.593579,44.011656,ME,US-1,NB/SB,SHERMAN LAKE REST AREA, 3 MILES SOUTH OF NEWCASTLE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
823,-68.186423,44.515733,ME,US-1,NB/SB,REST AREA, 3.6 MILES NORTH OF HANCOCK,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
824,-68.235061,44.525421,ME,US-1,NB/SB,REST AREA, 1 MILE NORTH OF HANCOCK,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
825,-69.867334,44.981873,ME,US-19/250,NB/SB,ARNOLDS WAY REST AREA,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
826,-70.993161,44.004192,ME,US-302,EB/WB,MAINE VISITOR INFORMATION,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
827,-83.080476,42.324075,MI,ADDRESS,,DETROIT MEXICANTOWN INTERNATIONAL WELCOME CENTER,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
828,-84.372053,46.493147,MI,ADDRESS,,SAULT SAINTE MARIE WELCOME CENTER,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
829,-84.732228,45.774032,MI,ADDRESS,,CLOSED IN WINTER MACKINAW CITY WELCOME CENTER,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
830,-86.219501,42.499572,MI,I-196,EB,GLENN REST AREA, MM28,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
831,-86.164761,42.708193,MI,I-196,WB,SAUGATUCK REST AREA, MM43,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
832,-85.933849,42.822419,MI,I-196,EB,ZEELAND REST AREA, MM58,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
833,-83.443041,42.297361,MI,I-275,NB,WESTLAND REST AREA, MM23,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
834,-83.354421,42.047773,MI,I-275,SB,CARLETON REST AREA, MM5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
835,-84.988007,42.332361,MI,I-69,SB,TURKEYVILLE REST AREA, MM40,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
836,-84.722159,42.632877,MI,I-69,NB,POTTERVILLE REST AREA, MM68,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
837,-84.299501,42.812329,MI,I-69,SB,WOODBURY REST AREA, MM101,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
838,-83.871578,42.964551,MI,I-69,EB,SWARTZ CREEK REST AREA, MM126,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
839,-83.224942,43.008656,MI,I-69,EB,FIVE LAKES REST AREA, MM160,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
840,-82.951588,42.991029,MI,I-69,WB,CAPAC REST AREA, MM174,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
841,-84.997232,41.845782,MI,I-69,NB,COLDWATER WELCOME CENTER, MM6,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
842,-82.467852,42.99002,MI,I-69/94,WB,MICHIGAN WELCOME CENTER, MM274,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
843,-82.458326,42.99024,MI,I-69/94,EB,CLOSED WELCOME CENTER FOLLOW SIGNS, MM274,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
844,-84.72367,45.849481,MI,I-75,NB,SAINT IGNACE WELCOME CENTER, MM343,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
845,-84.637491,45.65968,MI,I-75,SB,CLOSED IN WINTER HEBRON REST AREA, MM328,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
846,-84.744882,45.884736,MI,I-75,SB,SAINT IGNACE REST AREA, MM348,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
847,-84.393301,46.422769,MI,I-75,NB,SAULT SAINTE MARIE REST AREA, MM389,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
848,-84.369212,46.493193,MI,I-75,SB,SAULT SAINTE MARIE WELCOME CENTER FOLLOW SIGNS, MM394,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
849,-84.374163,46.488957,MI,I-75,NB,SAULT SAINTE MARIE WELCOME CENTER FOLLOW SIGNS, MM394,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
850,-84.687369,45.110665,MI,I-75,SB,VANDERBILT REST AREA, MM287,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
851,-84.733753,45.776412,MI,I-75,NB,CLOSED IN WINTER MACKINAW CITY WELCOME CENTER FOLLOW SIGNS, MM338,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
852,-84.733682,45.778569,MI,I-75,SB,CLOSED IN WINTER MACKINAW CITY WELCOME CENTER FOLLOW SIGNS, MM338,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
853,-83.408301,41.860376,MI,I-75,NB,MONROE WELCOME CENTER, MM10,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
854,-83.507089,42.759242,MI,I-75,NB,DAVISBURG REST AREA, MM96,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
855,-83.763299,43.151381,MI,I-75,NB,DODGE ROAD REST AREA, MM129,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
856,-83.768145,43.162097,MI,I-75,SB,CLIO REST AREA, MM130,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
857,-83.944599,43.533982,MI,I-75,SB,BAY CITY REST AREA, MM158,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
858,-84.017568,43.757177,MI,I-75,NB,LINWOOD REST AREA, MM175,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
859,-84.120141,44.113769,MI,I-75,SB,ALGER REST AREA, MM202,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
860,-84.210153,44.226529,MI,I-75,NB,WEST BRANCH REST AREA, MM210,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
861,-84.601169,44.402628,MI,I-75,SB,NINE MILE HILL REST AREA, MM235,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
862,-84.708362,44.606531,MI,I-75,NB,GRAYLING REST AREA, MM252,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
863,-84.708914,44.754941,MI,I-75,SB,HARTWICK PINES REST AREA, MM262,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
864,-84.673148,44.964281,MI,I-75,NB,GAYLORD REST AREA, MM277,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
865,-84.615512,45.500681,MI,I-75,NB,CLOSED IN WINTER TOPINABEE REST AREA, MM317,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
866,-83.490359,42.745375,MI,I-75,SB,CLARKSTON REST AREA, MM94,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
867,-83.513065,42.219319,MI,I-94,WB,BELLEVILLE REST AREA, MM188,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
868,-86.347417,42.148946,MI,I-94,EB,CLOSED REST AREA, MM36,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
869,-86.232719,42.181628,MI,I-94,WB,WATERVLIET REST AREA, MM42,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
870,-85.435248,42.272251,MI,I-94,WB,GALESBURG REST AREA, MM85,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
871,-85.223925,42.264707,MI,I-94,EB,BATTLE CREEK REST AREA, MM96,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
872,-84.909813,42.282781,MI,I-94,WB,MARSHALL REST AREA WB, MM113,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
873,-84.498078,42.268947,MI,I-94,EB,SANDSTONE REST AREA, MM135,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
874,-84.211407,42.292234,MI,I-94,WB,GRASS LAKE REST AREA, MM149,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
875,-84.001781,42.295922,MI,I-94,EB,CHELSEA REST AREA, MM161,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
876,-82.715323,42.745942,MI,I-94,WB,RICHMOND REST AREA, MM250,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
877,-82.664543,42.786975,MI,I-94,EB,ADAIR REST AREA, MM255,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
878,-86.740835,41.766848,MI,I-94,EB,NEW BUFFALO WELCOME CENTER, MM0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
879,-86.097039,43.091483,MI,I-96,WB,FRUITPORT REST AREA, MM8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
880,-85.783403,43.025895,MI,I-96,EB,WALKER REST AREA, MM25,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
881,-85.166511,42.879211,MI,I-96,EB,SARANAC REST AREA, MM63,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
882,-84.850659,42.844632,MI,I-96,WB,PORTLAND REST AREA, MM79,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
883,-84.720814,42.798491,MI,I-96,EB,GRAND LEDGE REST AREA, MM87,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
884,-84.401081,42.676558,MI,I-96,WB,OKEMOS REST AREA, MM111,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
885,-83.962103,42.605934,MI,I-96,EB,HOWELL REST AREA, MM135,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
886,-83.862213,42.579468,MI,I-96,WB,LAKE CHEMUNG REST AREA, MM141,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
887,-86.838053,46.433065,MI,M-28,EB/WB,ROADSIDE TURNOUT SCENIC VIEW,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
888,-88.092304,46.539014,MI,M-28,EB/WB,ROADSIDE TURNOUT SCENIC VIEW,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
889,-85.590327,46.310494,MI,M-28,EB/WB,ROADSIDE PARK REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
890,-86.034227,46.345251,MI,M-28,WB,SENEY REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
891,-86.040959,46.345218,MI,M-28,EB,SENEY REST AREA LEFT EXIT,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
892,-83.579209,43.350227,MI,SR-15,SB,VASSAR ROADSIDE PARK,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
893,-83.578038,43.348247,MI,SR-15,NB,VASSAR ROADSIDE PARK LEFT EXIT,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
894,-85.59036,46.3103,MI,SR-28,EB/WB,Old Flowing Well Roadside Park-6 miles east of Mcmillan,MI,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
895,-84.474049,42.658738,MI,US-127,NB,HOLT REST AREA,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
896,-84.770406,43.844587,MI,US-127,NB,CLARE WELCOME CENTER LEFT EXIT,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
897,-84.601397,43.349339,MI,US-127,NB,ITHACA REST AREA,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
898,-84.797943,44.228946,MI,US-127,NB,HOUGHTON LAKE REST AREA 401, MM187,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
899,-84.517885,42.904132,MI,US-127,SB,DEWITT REST AREA, MM89,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
900,-84.789454,44.455071,MI,US-127,SB,HIGGINS LAKE REST AREA 402, MM202,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
901,-84.429061,42.369265,MI,US-127,SB,RIVES JUNCTION REST AREA,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
902,-84.778903,43.854826,MI,US-127,SB,CLARE WELCOME CENTER LEFT EXIT,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
903,-85.480896,43.455825,MI,US-131,NB,MORLEY REST AREA, MM122,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
904,-85.520088,43.65491,MI,US-131,SB,BIG RAPIDS REST AREA, MM136,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
905,-85.468924,44.127152,MI,US-131,SB,TUSTIN REST AREA, MM169,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
906,-85.423315,44.181599,MI,US-131,NB,CADILLAC REST AREA, MM174,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
907,-85.657155,42.359832,MI,US-131,SB,ALAMO REST AREA, MM43,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
908,-85.589782,43.143187,MI,US-131,SB,ROCKFORD REST AREA, MM99,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
909,-87.638821,45.72996,MI,US-2,EB/WB,CUNARD REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
910,-85.123161,46.043767,MI,US-2,EB/WB,CUT RIVER BRIDGE ROADSIDE PARK,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
911,-86.521267,45.890838,MI,US-2,EB/WB,GARDEN CORNERS REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
912,-85.958371,46.067853,MI,US-2,EB/WB,GULLIVER ROADSIDE PARK,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
913,-87.230714,45.727927,MI,US-2,EB/WB,HYDE ROADSIDE PARK,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
914,-85.393948,46.096549,MI,US-2,EB,NAUBINWAY REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
915,-85.386762,46.094837,MI,US-2,WB,NAUBINWAY REST AREA LEFT TURN,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
916,-88.065456,45.816883,MI,US-2 (ADDRESS),EB/WB,IRON MOUNTAIN WELCOME CENTER,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
917,-83.731682,42.831428,MI,US-23,NB,FENTON REST AREA 624, MM81,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
918,-83.680103,41.828935,MI,US-23,NB,DUNDEE WELCOME CENTER, MM7,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
919,-83.748881,42.359293,MI,US-23,SB,NORTHFIELD CHURCH REST AREA 814, MM48,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
920,-86.416794,43.864041,MI,US-31,NB,LUDINGTON REST AREA 328, MM163,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
921,-85.510063,44.762795,MI,US-31,NB/SB,ROADSIDE PARK REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
922,-86.257792,43.356554,MI,US-31,SB,MUSKEGON REST AREA, MM124,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
923,-86.353441,43.480037,MI,US-31,NB,ROTHBURY REST AREA,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
924,-86.397679,43.657013,MI,US-31,SB,CLOSED IN WINTER HART REST AREA 530, MM147,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
925,-85.385259,44.943491,MI,US-31,NB/SB,BIRCH LAKE ROADSIDE PARK,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
926,-85.175073,45.362402,MI,US-31,NB/SB,BIG ROCK POINT ROADSIDE PARK,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
927,-87.620253,45.107859,MI,US-41,NB/SB,MINOMINEE WELCOME CENTER,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
928,-87.362705,46.504291,MI,US-41,NB/SB,MARQUETTE WELCOME CENTER,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
929,-93.35421,43.511336,MN,I-35,NB,ALBERT LEA WELCOME CENTER, MM1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
930,-93.254818,43.987913,MN,I-35,NB,CLOSED UNTIL MID SUMMER 2017 STRAIGHT RIVER REST AREA, MM35,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
931,-93.255263,43.991191,MN,I-35,SB,CLOSED UNTIL SEPT 1 2017 STRAIGHT RIVER REST AREA, MM35,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
932,-93.292074,44.446956,MN,I-35,NB,HEALTH CREEK REST AREA, MM68,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
933,-93.298925,44.555926,MN,I-35,SB,NEW MARKET REST AREA, MM25,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
934,-93.006684,45.273089,MN,I-35,SB,FOREST LAKE REST AREA, MM131,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
935,-92.995692,45.594589,MN,I-35,NB,CLOSED UNTIL AUG 2018 GOOSE CREEK REST AREA, MM154,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
936,-92.840258,46.207997,MN,I-35,NB,KETTLE RIVER REST AREA, MM198,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
937,-92.802718,46.359899,MN,I-35,SB,GENERAL ANDREWS REST AREA, MM208,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
938,-92.604522,46.556043,MN,I-35,NB,CULKIN REST AREA, MM226,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
939,-92.221147,46.725946,MN,I-35,NB,THOMPSON HILL WELCOME CENTER FOLLOW SIGNS, MM250,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
940,-92.212899,46.726301,MN,I-35,SB,THOMPSON HILL WELCOME CENTER FOLLOW SIGNS, MM250,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
941,-95.986632,43.637398,MN,I-90,EB,ADRIAN REST AREA, MM24,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
942,-95.962736,43.637706,MN,I-90,WB,ADRIAN REST AREA, MM25,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
943,-95.089511,43.637141,MN,I-90,EB,CLEAR LAKE REST AREA, MM69,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
944,-95.021793,43.638618,MN,I-90,WB,DES MOINES RIVER REST AREA, MM72,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
945,-94.117842,43.660473,MN,I-90,EB,BLUE EARTH REST AREA, MM118,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
946,-94.109733,43.660032,MN,I-90,WB,BLUE EARTH REST AREA, MM118,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
947,-93.287554,43.672479,MN,I-90,EB,HAYWARD REST AREA, MM162,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
948,-93.108425,43.659781,MN,I-90,WB,OAKLAND WOODS REST AREA, MM171,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
949,-92.585626,43.807156,MN,I-90,EB,HIGH FOREST REST AREA, MM202,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
950,-92.278349,43.955667,MN,I-90,WB,MEDICAL PIONEERS OF MINNESOTA REST AREA, MM222,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
951,-91.852451,43.933577,MN,I-90,EB,ENTERPRISE REST AREA, MM244,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
952,-91.3051,43.85991,MN,I-90,EB/WB,DRESBACH WELCOME CENTER, MM275,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
953,-96.744624,46.847072,MN,I-94,EB,MOORHEAD WELCOME CENTER, MM2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
954,-96.046394,46.229801,MN,I-94,EB,REST AREA, MM60,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
955,-95.921641,46.130324,MN,I-94,WB,HANSEL LAKE REST AREA, MM69,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
956,-95.455839,45.870751,MN,I-94,EB,LAKE LATOKA REST AREA, MM100,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
957,-95.340024,45.835939,MN,I-94,WB,BURGEN LAKE REST AREA, MM105,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
958,-94.489127,45.606681,MN,I-94,EB,BIG SPUNK LAKE REST AREA, MM152,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
959,-94.478314,45.603241,MN,I-94,WB,MIDDLE SPUNK LAKE REST AREA, MM152,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
960,-94.065992,45.415381,MN,I-94,WB,FULLER LAKE REST AREA, MM178,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
961,-93.911928,45.352001,MN,I-94,EB,ENFIELD REST AREA, MM187,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
