,longitude,latitude,state,roadway,direction,name,mile_marker,restrooms,restrooms_vault_toilet,restrooms_porta,picnic_tables,vending_machines,pet_walking_area,handicapped_area,rv_dump,restaurant,gas,scenic_view
0,-147.814902,61.800549,AK,AK-1,EB/WB,MATANUSKA GLACIER STATE REC PARK REST AREA,MM101,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1,-87.4185,30.57584,AL,I-10,WB,BALDWIN COUNTY WELCOME CENTER, MM65.8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2,-88.393032,30.477238,AL,I-10,EB,GRAND BAY WELCOME CENTER, MM0.45,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3,-85.369424,33.667729,AL,I-20,WB,CLEBURNE WELCOME CENTER, MM213,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4,-86.309572,33.850692,AL,I-59,NB,ST CLAIR COUNTY REST AREA, MM164,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
5,-86.26854,33.874538,AL,I-59,SB,ST CLAIR COUNTY REST AREA, MM167,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
6,-85.557909,34.709337,AL,I-59,SB,DEKALB COUNTY WELCOME CENTER, MM241,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
7,-88.401527,32.449365,AL,I-59/20,NB,SUMTER COUNTY WELCOME CENTER, MM0.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
8,-87.959059,32.841501,AL,I-59/20,NB,GREENE COUNTY REST AREA, MM38,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
9,-87.327741,33.188344,AL,I-59/20,NB,TUSCALOOSA COUNTY REST AREA, MM85,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10,-87.938134,32.858956,AL,I-59/20,SB,GREENE COUNTY REST AREA, MM39,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
11,-87.319811,33.190905,AL,I-59/20,SB,TUSCALOOSA COUNTY REST AREA, MM85,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
12,-86.866031,34.071669,AL,I-65,NB,CULLMAN COUNTY REST AREA, MM300,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
13,-86.633068,32.902094,AL,I-65,NB,CHILTON COUNTY REST AREA, MM213,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
14,-86.610235,31.881886,AL,I-65,NB,BUTLER COUNTY REST AREA, MM133,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
15,-87.113734,31.336915,AL,I-65,NB,CONECUH COUNTY REST AREA, MM84,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
16,-86.890553,34.956755,AL,I-65,SB,ARDMORE WELCOME CENTER CENTER, MM364,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17,-86.866655,34.079928,AL,I-65,SB,CULLMAN COUNTY REST AREA, MM300,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
18,-86.639019,32.909824,AL,I-65,SB,CHILTON COUNTY REST AREA, MM213,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
19,-86.608385,31.885525,AL,I-65,SB,BUTLER COUNTY REST AREA, MM133,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20,-87.047289,31.374923,AL,I-65,SB,CONECUH COUNTY REST AREA, MM89,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
21,-85.617779,32.496995,AL,I-85,NB,MACON COUNTY REST AREA, MM43.6,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
22,-85.606456,32.505728,AL,I-85,SB,MACON COUNTY REST AREA, MM44.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
23,-85.193662,32.841031,AL,I-85,SB,LANETT WELCOME CENTER, MM78,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
24,-85.407568,31.007808,AL,US-231,NB,HOUSTON COUNTY WELCOME CENTER, MM0.7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
25,-85.408172,31.007849,AL,US-231,SB,HOUSTON COUNTY WELCOME CENTER-LEFT EXIT, MM0.7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
26,-85.583124,31.390784,AL,US-231,SB,DALE COUNTY REST AREA, MM37.8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
27,-85.581593,31.390019,AL,US-231,NB,DALE COUNTY REST AREA-LEFT EXIT, MM37.7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
28,-86.296119,31.090612,AL,US-331,NB,COVINGTON COUNTY REST AREA, MM8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
29,-86.295217,31.09326,AL,US-331,SB,COVINGTON COUNTY REST AREA-LEFT EXIT, MM8.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30,-85.175733,31.781335,AL,US-431,NB,BARBOUR COUNTY REST AREA-LEFT EXIT, MM58.7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
31,-85.175622,31.781558,AL,US-431,SB,BARBOUR COUNTY REST AREA, MM58.8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
32,-86.885931,32.776324,AL,US-82,WB,CHILTON COUNTY REST AREA, MM105.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
33,-86.889249,32.778364,AL,US-82,EB,CHILTON COUNTY REST AREA-LEFT EXIT, MM105.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
34,-93.938549,33.516077,AR,I-30,EB,TEXARKANA WELCOME CENTER, MM7.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
35,-93.263439,33.92752,AR,I-30,EB,GURDON REST AREA, MM48,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
36,-92.893597,34.349389,AR,I-30,EB,SOCIAL SPRINGS REST AREA, MM92,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
37,-93.246435,33.941061,AR,I-30,WB,GURDON REST AREA, MM57,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
38,-92.890239,34.353064,AR,I-30,WB,SOCIAL SPRINGS REST AREA, MM92,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
39,-93.346476,35.371105,AR,I-40,EB,BIG PINEY REST AREA, MM67.9,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40,-93.346787,35.371495,AR,I-40,WB,WELCOME CENTER, MM274,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
41,-93.281021,35.33582,AR,I-40,WB,BIG PINEY REST AREA, MM72.3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
42,-91.474944,34.835305,AR,I-40,EB,WHITE RIVER REST AREA, MM199,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
43,-94.401021,35.459878,AR,I-40,EB,VAN BUREN/FT SMITH WELCOME CENTER, MM2.6,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
44,-90.870575,34.997308,AR,I-40,EB,FORREST CITY REST AREA, MM235,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
45,-93.850986,35.521014,AR,I-40,EB,OZARK REST AREA, MM36,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
46,-91.469778,34.836917,AR,I-40,WB,WHITE RIVER REST AREA, MM199,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
47,-90.756172,35.037237,AR,I-40,WB,FORREST CITY REST AREA, MM243,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
48,-93.832348,35.517471,AR,I-40,WB,OZARK REST AREA, MM36,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
49,-89.874777,35.943902,AR,I-55,SB,BLYTHEVILLE WELCOME CENTER, MM4,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50,-91.385672,33.546036,AR,US-165,SB,(NT) HARRISON REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
51,-91.386367,33.544731,AR,US-165,NB,(NT) HARRISON REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
52,-92.635067,33.18492,AR,US-167,SB,EL DORADO WELCOME CENTER LEFT EXIT-SE CORNER 82/167,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
53,-92.635113,33.183328,AR,US-167,NB,EL DORADO WELCOME CENTER NB-SE CORNER 82/167,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
54,-91.606144,35.614813,AR,US-167,SB,REST AREA, MM8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
55,-91.606551,35.613069,AR,US-167,NB,REST AREA LEFT EXIT, MM8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
56,-94.562489,36.176207,AR,US-412,EB,SILOAM SPRINGS WELCOME CENTER,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
57,-94.564423,36.176407,AR,US-412,WB,SILOAM SPRINGS WELCOME CENTER,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
58,-90.604826,34.503079,AR,US-49,WB,HELENA WELCOME CENTER, MM28,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
59,-90.605665,34.502639,AR,US-49,EB,HELENA WELCOME CENTER, MM28,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60,-91.536011,36.49592,AR,US-63,NB/SB,MAMMOTH SPRING WELCOME CENTER,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
61,-91.151814,36.123427,AR,US-63/412,SB/EB,BLACK ROCK REST AREA,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
62,-91.150625,36.122531,AR,US-63/412,NB/WB,BLACK ROCK REST AREA LEFT EXIT,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
63,-91.382578,33.546892,AR,US-65,SB,(NT) HARRISON WELCOME CENTER, MM16.9,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
64,-91.381652,33.545442,AR,US-65,NB,(NT) HARRISON WELCOME CENTER LEFT EXIT, MM16.9,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
65,-91.278204,33.300054,AR,US-65,NB,LAKE VILLAGE WELCOME CENTER,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
66,-91.279762,33.301079,AR,US-65,SB,LAKE VILLAGE WELCOME CENTER,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
67,-90.546719,36.483517,AR,US-67,SB,CORNING WELCOME CENTER, MM7.2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
68,-90.547822,36.482633,AR,US-67,NB,CORNING WELCOME CENTER LEFT EXIT, MM7.2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
69,-92.898275,34.536296,AR,US-70,EB,GLENWOOD REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70,-92.89665,34.537019,AR,US-70,WB,GLENWOOD REST AREA LEFT EXIT,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
71,-94.120502,35.025631,AR,US-71,NB,WALDRON REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
72,-94.121541,35.028242,AR,US-71,SB,WALDRON REST AREA LEFT EXIT,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
73,-94.233073,36.43197,AR,US-71,SB,BENTONVILLE WELCOME CENTER,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
74,-94.232359,36.431956,AR,US-71,NB,BENTONVILLE WELCOME CENTER LEFT EXIT,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
75,-94.042874,33.542973,AR,US-71,NB,RED RIVER WELCOME CENTER LEFT EXIT, MM8.3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
76,-94.043787,33.547993,AR,US-71,SB,RED RIVER WELCOME CENTER LEFT EXIT, MM8.3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
77,-92.198412,34.058554,AR,US-79,NB,RISON REST AREA,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
78,-92.198454,34.061002,AR,US-79,SB,RISON REST AREA LEFT EXIT,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
79,-92.632524,33.187587,AR,US-82,WB,EL DORADO WELCOME CENTER FOLLOW SIGNS,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80,-92.637937,33.185567,AR,US-82,EB,EL DORADO WELCOME CENTER FOLLOW SIGNS,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
81,-114.456597,33.617614,AZ,I-10,EB,EHRENBERG REST AREA, MM5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
82,-114.443738,33.621743,AZ,I-10,WB,EHRENBERG REST AREA, MM5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
83,-113.650444,33.613287,AZ,I-10,EB,BOUSE WASH REST AREA, MM53,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
84,-113.639995,33.612353,AZ,I-10,WB,BOUSE WASH REST AREA, MM53,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
85,-113.075053,33.521172,AZ,I-10,EB,BURNT WELL REST AREA, MM86,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
86,-113.062788,33.519759,AZ,I-10,WB,BURNT WELL REST AREA, MM86,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
87,-111.786595,33.045287,AZ,I-10,EB,SACATON REST AREA, MM182,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
88,-111.769622,33.024532,AZ,I-10,WB,SACATON REST AREA, MM182,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
89,-110.079957,32.056887,AZ,I-10,EB,TEXAS CANYON REST AREA, MM320,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
90,-110.075012,32.062735,AZ,I-10,WB,TEXAS CANYON REST AREA, MM320,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
91,-109.093591,32.237604,AZ,I-10,EB,SAN SIMON REST AREA, MM388,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
92,-109.083588,32.237747,AZ,I-10,WB,SAN SIMON REST AREA, MM388,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
93,-111.777471,34.670907,AZ,I-17,NB,McGUIREVILLE REST AREA, MM297,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
94,-111.768134,34.674548,AZ,I-17,SB,McGUIREVILLE REST AREA, MM297,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
95,-112.133471,34.189116,AZ,I-17,SB,SUNSET POINT REST AREA, MM252,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
96,-112.13262,34.188244,AZ,I-17,NB,SUNSET POINT REST AREA-FOLLOW SIGNS, MM252,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
97,-111.037531,31.762005,AZ,I-19,NB,CANOA RANCH REST AREA, MM55,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
98,-111.031585,31.774455,AZ,I-19,SB,CANOA RANCH REST AREA, MM55,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
99,-111.008308,35.106066,AZ,I-40,EB,METEOR CRATER REST AREA, MM235,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
100,-114.145418,34.832318,AZ,I-40,WB,HAVILAND REST AREA, MM23,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
101,-114.144422,34.828139,AZ,I-40,EB,HAVILAND REST AREA, MM23,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
102,-110.989028,35.102446,AZ,I-40,WB,METEOR CRATER REST AREA, MM235,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
103,-109.049464,35.360022,AZ,I-40,WB,CLOSED FOR REHAB PAINTED CLIFFS WELCOME CENTER FOLLOW SIGNS, MM358,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
104,-109.054104,35.355565,AZ,I-40,EB,CLOSED FOR REHAB AINTED CLIFFS WELCOME CENTER FOLLOW SIGNS, MM358,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
105,-113.268794,32.848637,AZ,I-8,EB,SENTINEL REST AREA, MM83,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
106,-113.249671,32.855361,AZ,I-8,WB,SENTINEL REST AREA, MM83,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
107,-111.733936,35.032012,AZ,SR-89A,NB/SB,OAK CREEK CANYON PICNIC AREA,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
108,-109.045172,36.998976,AZ,US-160,NB/SB,REST AREA-4 CORNERS NATIONAL MONUMENT,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109,-111.106947,33.286978,AZ,US-60,NB/SB,REST AREA (NT),,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
110,-112.674864,33.909272,AZ,US-60,NB/SB,HASSAYAMPA REST AREA, MM116,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
111,-111.629472,36.816414,AZ,US-89A,NB/SB,NAVAJO BRIDGE REST AREA, MM538,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
112,-112.254745,36.830064,AZ,US-89A,NB/SB,PICNIC AREA/SCENIC OVERLOOK,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
113,-120.185671,39.327558,CA,ADDRESS,,TRUCKEE DOWNTOWN WELCOME CENTER,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
114,-122.285965,40.432407,CA,ADDRESS,,ANDERSON WELCOME CENTER SHASTA OUTLETS,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
115,-117.084465,34.847079,CA,ADDRESS,,BARSTOW TANGER OUTLETS WELCOME CENTER,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
116,-116.426636,34.120297,CA,ADDRESS,,YUCCA VALLEY WELCOME CENTER,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
117,-117.998382,33.864592,CA,ADDRESS,,BUENA PARK WELCOME CENTER CARS ONLY,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
118,-117.384061,33.202916,CA,ADDRESS,,OCEANSIDE WELCOME CENTER CARS ONLY FOLLOW SIGNS,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
119,-117.08112,34.013713,CA,I-10,EB,WILDWOOD REST AREA, MM86,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
120,-117.01742,33.956475,CA,I-10,WB,CLOSED DUE TO WATER PROBLEMS NO ETO BROOKSIDE REST AREA, MM91,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
121,-116.660912,33.92237,CA,I-10,WB,WHITEWATER REST AREA, MM113,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
122,-116.667007,33.922266,CA,I-10,EB,WHITEWATER REST AREA, MM113,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
123,-115.969275,33.679013,CA,I-10,EB,CACTUS CITY REST AREA, MM159,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
124,-115.959131,33.677838,CA,I-10,WB,CACTUS CITY REST AREA, MM159,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
125,-114.905177,33.607482,CA,I-10,EB,WILEY'S WELL REST AREA FOLLOW SIGNS, MM222,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
126,-114.897555,33.608233,CA,I-10,WB,WILEY'S WELL REST AREA FOLLOW SIGNS, MM222,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
127,-117.085633,34.850381,CA,I-15,NB,BARSTOW TANGER OUTLETS WELCOME CENTER FOLLOW SIGNS, MM178,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
128,-117.08416,34.857495,CA,I-15,SB,BARSTOW TANGER OUTLETS WELCOME CENTER FOLLOW SIGNS, MM178,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
129,-116.474016,35.031282,CA,I-15,NB,CLOSED FOR CONSTRUCTION CLYDE V KANE REST AREA, MM216,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
130,-116.466547,35.035789,CA,I-15,SB,CLOSED FOR CONSTRUCTION CLYDE V KANE REST AREA, MM216,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
131,-115.703298,35.433569,CA,I-15,NB,VALLEY WELLS REST AREA, MM272,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
132,-115.698344,35.435844,CA,I-15,SB,VALLEY WELLS REST AREA, MM272,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
133,-122.363505,37.537109,CA,I-280,NB,CRYSTAL SPRINGS REST AREA, MM29,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
134,-116.528956,34.801521,CA,I-40,EB,DESERT OASIS REST AREA, MM28,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
135,-116.517511,34.799975,CA,I-40,WB,DESERT OASIS REST AREA, MM28,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
136,-115.222681,34.808704,CA,I-40,EB,CLOSED NO ETO JOHN WILKIE REST AREA, MM106,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
