,uid,latitude,longitude,name,city,st,zip,cat,elev,comments,height
0,100749,34.983726000000004,-86.851996,Low Clearance,Ardmore,AL,35739,LC11,,Height not marked but it is believed to be 11 ft (136),11.0
1,100750,34.992213,-86.84716800000002,Low Clearance,Ardmore,AL,38449,LC13,,13 - 6 height clearance,13.6
2,100758,34.797197,-86.970228,Low Clearance,Athens,AL,35611,LC10,,10 - 0 height clearance (136),10.0
3,100770,34.018626,-86.085077,Low Clearance,Attalla,AL,35954,LC13,,13 - 7 height clearance,13.7
4,100771,34.02112,-86.08751,Low Clearance,Attalla,AL,35954,LC13,,13 - 8 height clearance,13.8
5,100772,34.021138,-86.087532,Low Clearance,Attalla,AL,35954,LC14,,14 - 1 height clearance,14.1
6,100783,33.404141,-86.94768499999998,Low Clearance,Bessemer,AL,35020,LC10,,10 - 0 height clearance (136),10.0
7,100803,33.498408000000005,-86.818729,Low Clearance,Birmingham,AL,35233,LC13,,13 - 8 height clearance,13.8
8,100804,33.526227,-86.791145,Low Clearance,Birmingham,AL,35222,LC13,,13 - 9 height clearance,13.9
9,100805,33.533206,-86.755713,Low Clearance,Birmingham,AL,35212,LC13,,13 - 7 height clearance,13.7
10,100806,33.536004,-86.807014,Low Clearance,Birmingham,AL,35234,LC13,,13 - 7 height clearance,13.7
11,100807,33.536026,-86.807005,Low Clearance,Birmingham,AL,35234,LC13,,13 - 7 height clearance,13.7
12,100808,33.537586,-86.752312,Low Clearance,Birmingham,AL,35212,LC13,,13 - 3 height clearance (136),13.3
13,100828,33.49658400000001,-86.839576,Low Clearance,Birminghan,AL,35211,LC13,,13 - 6  height clearance,13.6
14,100829,33.509161,-86.813139,Low Clearance,Birminghan,AL,35233,LC13,,13 - 8  height clearance,13.8
15,100830,33.511790999999995,-86.807662,Low Clearance,Birminghan,AL,35203,LC12,,12 - 10 height clearance (136),12.1
16,100831,33.512508000000004,-86.806203,Low Clearance,Birminghan,AL,35203,LC14,,14 - 1 height clearance,14.1
17,100832,33.513086,-86.80476,Low Clearance,Birminghan,AL,35234,LC13,,13 - 4 height clearance (136),13.4
18,100833,33.526196,-86.79114799999998,Low Clearance,Birminghan,AL,35222,LC13,,13 - 9 height clearance,13.9
19,100834,33.537828999999995,-86.752206,Low Clearance,Birminghan,AL,35212,LC13,,13 - 3 height clearance (136),13.3
20,100835,33.538064,-86.751561,Low Clearance,Birminghan,AL,35212,LC13,,13 - 3 height clearance (136),13.3
21,100859,34.938072,-85.747757,Low Clearance,Bridgeport,AL,35740,LC8,,8 - 1 height clearance (136),8.1
22,100860,34.947323,-85.71284200000002,Low Clearance,Bridgeport,AL,35740,LC10,,10 - 6 height clearance (136),10.6
23,100887,33.346979,-86.63934300000003,Low Clearance,Chelsea,AL,35043,LC13,,13 - 6 height clearance,13.6
24,100892,33.276052,-86.350246,Low Clearance,Childersburg,AL,35044,LC8,,8 - 0 height clearance (136),8.0
25,100893,33.278743,-86.352961,Low Clearance,Childersburg,AL,35044,LC14,,14 - 0 height clearance,14.0
26,100913,33.784581,-87.20787299999998,Low Clearance,Cordova,AL,35550,LC8,,8 - 0 height clearance (136),8.0
27,100939,34.145602000000004,-86.83074,Low Clearance,Cullman,AL,35055,LC9,,9 - 8 height clearance (136),9.8
28,100940,34.155072,-86.832798,Low Clearance,Cullman,AL,35055,LC8,,8 - 0 height clearance (136),8.0
29,100958,34.611656,-86.988661,Low Clearance,Decatur,AL,35601,LC10,,10 - 8 height clearance (136),10.8
30,100969,32.52095,-87.828942,Low Clearance,Demopolis,AL,36732,LC7,,7 - 0 height clearance (136),7.0
31,100973,33.73207,-87.103166,Low Clearance,Dora,AL,35062,LC8,,8 - 0 height clearance (136),8.0
32,101010,31.310709000000006,-85.850894,Low Clearance,Enterprise,AL,36330,LC14,,14 - 0 height clearance,14.0
33,101037,34.85102,-87.5705,Low Clearance,Florence,AL,35630,LC12,,bridge replaced with new one next to it - 12 - 1 height clearance (136),12.1
34,101046,32.549556,-87.830642,Low Clearance,Forkland,AL,36740,LC8,,8 - 0 height clearance (136),8.0
35,101055,34.009452,-85.993284,Low Clearance,Gadsden,AL,35903,LC14,,14 - 6 height clearance,14.6
36,101068,33.323592,-87.910262,Low Clearance,Gordo,AL,35466,LC13,,13 - 6 height clearance,13.6
37,101074,31.82954,-86.6279,Low Clearance,Greenville,AL,36037,LC10,,10 - 6 height clearance (136),10.6
38,101091,34.207874,-87.631328,Low Clearance,Haleyville,AL,35565,LC15,,15 - 2 height clearance,15.2
39,101092,34.233788,-87.633696,Low Clearance,Haleyville,AL,35565,LC15,,16 - 3 height clearance,16.3
40,101106,34.01252,-86.74760400000002,Low Clearance,Hanceville,AL,35077,LC11,,11 - 0 height clearance (136),11.0
41,101116,34.398197,-86.912842,Low Clearance,Hartselle,AL,35640,LC10,,10 height clearance (136),10.0
42,101118,33.88971,-86.75992,Low Clearance,Hayden,AL,35079,LC10,,"Had it as 10-1 but reported as higher than 13-6 and no signage, 10 - 1 height clearance (136)",10.1
43,101119,33.925619,-86.77598,Low Clearance,Hayden,AL,35079,LC10,,10 - 0 height clearance (136),10.0
44,101181,33.544714,-86.535829,Low Clearance,Leeds,AL,35094,LC8,,8 - 0 height clearance (136),8.0
45,101182,33.548425,-86.543814,Low Clearance,Leeds,AL,35094,LC14,,14 - 0 height clearance,14.0
46,101183,33.555053,-86.57206,Low Clearance,Leeds,AL,35094,LC15,,15 height clearance,15.0
47,101189,33.60427,-86.1945,Low Clearance,Lincoln,AL,35096,LC15,,15 - 3 height clearance in center with 13 - 2 side angle bars,15.3
48,101197,32.583084,-88.184186,Low Clearance,Livingston,AL,35470,LC15,,15 - 7 height clearance,15.7
49,101239,30.693051,-88.03097,Low Clearance,Mobile,AL,36603,LC12,,12 - 0 height clearance (136),12.0
50,101240,30.69596,-88.11267,Low Clearance,Mobile,AL,36603,LC14,,14 - 0 height clearance,14.0
51,101268,32.358886,-86.33506700000002,Low Clearance,Montgomery,AL,36108,LC15,,16 - 0 height clearance,16.0
52,101283,33.714898,-86.73905,Low Clearance,Morris,AL,35116,LC14,,14 - 3 height clearance,14.3
53,101284,33.757931,-86.75313,Low Clearance,Morris,AL,35116,LC9,,9 - 6 height clearance (136),9.6
54,101296,34.08776,-87.601236,Low Clearance,Natural Bridge,AL,35577,LC14,,14 - 10 height clearance,14.1
55,101309,33.971021,-86.518348,Low Clearance,Oneonta,AL,35121,LC10,,10 - 0 height clearance (136),10.0
56,101310,34.00742,-86.44881,Low Clearance,Oneonta,AL,35121,LC8,,8 - 6 height clearance (136),8.6
57,101315,32.62673,-85.3714,Low Clearance,Opelika,AL,36804,LC14,,14 - 0 height clearance,14.0
58,101316,32.643359999999994,-85.386084,Low Clearance,Opelika,AL,36801,LC10,,10 - 1 height clearance (136),10.1
59,101317,32.654214,-85.429663,Low Clearance,Opelika,AL,36801,LC8,,8 - 0 height clearance (136),8.0
60,101339,31.47304,-85.659371,Low Clearance,Ozark,AL,36360,LC8,,8 - 0 height clearance (136),8.0
61,101349,33.592368,-86.398341,Low Clearance,Pell City,AL,35128,LC8,,8 - 0 height clearance (136),8.0
62,101356,32.477308,-84.998559,Low Clearance,Phenix City,AL,36867,LC8,,8 - 0 height clearance (136),8.0
63,101357,32.477348,-84.99685799999997,Low Clearance,Phenix City,AL,36867,LC8,,8 - 0 height clearance (136),8.0
64,101379,33.603035,-86.195588,Low Clearance,Riverside,AL,35135,LC14,,14 - 0 height clearance,14.0
65,101400,34.594856,-86.057277,Low Clearance,Scottsboro,AL,35769,LC15,,16 - 1 height clearance,16.1
66,101401,32.29444,-85.17875,Low Clearance,Seale,AL,36875,LC13,,13 - 1 height clearance (136),13.1
67,101420,30.66657,-87.91688,Low Clearance,Spanish Fort,AL,36527,LC13,,13 - 6 height clearance,13.6
68,101421,30.6781,-87.98661,Low Clearance,Spanish Fort,AL,36527,LC13,,13 - 6 height clearance,13.6
69,101461,33.22703,-87.508562,Low Clearance,Tuscaloosa,AL,35404,LC13,,13 - 8 height clearance,13.8
70,101473,34.713705,-87.63481800000002,Low Clearance,Tuscumbia,AL,35674,LC15,,16 - 0 height clearance,16.0
71,101488,33.37149,-86.40262,Low Clearance,Vincent,AL,35178,LC10,,10 - 10 height clearance (136),10.1
72,101489,33.384689,-86.41194300000002,Low Clearance,Vincent,AL,35178,LC14,,14 - 3 height clearance,14.3
73,101491,33.78454,-86.74916,Low Clearance,Warrior,AL,35180,LC8,,8 - 6 height clearance (136),8.6
74,101500,32.538674,-86.20715799999998,Low Clearance,Wetumpka,AL,36092,LC12,,12 - 6 height clearance (136),12.6
75,101524,35.763795,-91.535852,Low Clearance,Batesville,AR,72501,LC12,,12 - 6 height clearance (136),12.6
76,101566,33.57818,-92.8261,Low Clearance,Camden,AR,71701,LC10,,10 - 1 height clearance (136),10.1
77,101567,33.58788,-92.82704,Low Clearance,Camden,AR,71701,LC13,,13 - 10 height clearance,13.1
78,101568,33.606559999999995,-92.82024,Low Clearance,Camden,AR,71701,LC13,,13 - 1 height clearance (136),13.1
79,101575,34.688809,-91.316231,Low Clearance,Clarendon,AR,72029,LC12,,12 - 1 height clearance (136),12.1
80,101604,35.26824000000001,-90.47207,Low Clearance,Earle,AR,72331,LC9,,9 - 0 height clearance (136),9.0
81,101605,35.26945999999999,-90.46567,Low Clearance,Earle,AR,72331,LC12,,12 - 1 height clearance (136),12.1
82,101643,33.610766,-93.815338,Low Clearance,Fulton,AR,71838,LC8,,8 - 0 height clearance (136),8.0
83,101644,33.613199,-93.812451,Low Clearance,Fulton,AR,71838,LC13,,13 - 8 height clearance,13.8
84,101646,36.490386,-93.932441,Low Clearance,Garfield,AR,72732,LC13,,13 - 10 height clearance,13.1
85,101647,33.369334,-93.717736,Low Clearance,Garland,AR,71839,LC13,,13 - 6 height clearance,13.6
86,101659,33.92202,-93.15095,Low Clearance,Gurdon,AR,71743,LC10,,10 - 6 height clearance (136),10.6
87,101678,34.49264,-93.04841,Low Clearance,Hot Springs,AR,71901,LC11,,11 - 6 height clearance (136),11.6
88,101711,34.740659,-92.295208,Low Clearance,Little Rock,AR,72201,LC11,,11 - 4 height clearance (136),11.4
89,101712,34.74192,-92.25778,Low Clearance,Little Rock,AR,72201,LC12,,12 - 6 height clearance (136),12.6
90,101713,34.741997,-92.252767,Low Clearance,Little Rock,AR,72201,LC13,,13 - 6 height clearance,13.6
91,101714,34.745059999999995,-92.30071,Low Clearance,Little Rock,AR,72201,LC13,,13 - 5 height clearance (136),13.5
92,101715,34.749817,-92.274943,Low Clearance,Little Rock,AR,72201,LC10,,10 - 1 height clearance (136),10.1
93,101757,35.153681,-92.75045,Low Clearance,Morrilton,AR,72110,LC9,,9 - 4 height clearance (136),9.4
94,101758,35.154771999999994,-92.753856,Low Clearance,Morrilton,AR,72110,LC13,,13 - 10 height clearance,13.1
95,101761,35.885512,-91.890616,Low Clearance,Mountain View,AR,72560,LC13,,13 - 5 height clearance (136),13.5
96,101776,35.587339,-91.321836,Low Clearance,Newport,AR,72112,LC10,,10 - 6 height clearance (136),10.6
97,101783,34.75818,-92.2792,Low Clearance,North Little Rock,AR,72114,LC12,,12 - 6 height clearance (136),12.6
98,101784,34.76853,-92.19942,Low Clearance,North Little Rock,AR,72114,LC13,,13 - 10 height clearance,13.1
99,101810,35.26430999999999,-90.55385,Low Clearance,Parkin,AR,72373,LC9,,9 - 8 height clearance (136),9.8
100,101811,35.26450999999999,-90.55601,Low Clearance,Parkin,AR,72373,LC12,,12 - 1 height clearance (136),12.1
101,101812,35.26475999999999,-90.55869,Low Clearance,Parkin,AR,72373,LC11,,11 - 8 height clearance (136),11.8
102,101820,35.25190999999999,-93.04821,Low Clearance,Pottsville,AR,72858,LC11,,11 - 6 height clearance (136),11.6
103,101882,33.42096,-94.03011,Low Clearance,Texarkana,AR,71854,LC14,,14 - 1 height clearance,14.1
104,101883,33.47631,-93.97101,Low Clearance,Texarkana,AR,71854,LC10,,10 - 10 height clearance (136),10.1
105,101893,35.6589,-90.49835,Low Clearance,Trumann,AR,72472,LC9,,9 - 5 height clearance (136),9.5
106,101894,35.67139,-90.50584,Low Clearance,Trumann,AR,72472,LC10,,10 - 5 height clearance (136),10.5
107,101895,35.6783,-90.51006,Low Clearance,Trumann,AR,72472,LC12,,12 - 5 height clearance (136),12.5
108,101897,35.36538,-90.25437,Low Clearance,Turrell,AR,72384,LC11,,11 - 6 height clearance (136),11.6
109,101899,35.43288,-94.35502,Low Clearance,Van Buren,AR,72956,LC12,,12 - 8 height clearance (136),12.8
110,101900,35.43618,-94.35477,Low Clearance,Van Buren,AR,72956,LC10,,10 - 0 height clearance (136),10.0
111,101901,35.43653,-94.35378,Low Clearance,Van Buren,AR,72956,LC10,,10 - 10 height clearance (136),10.1
112,101961,31.441105,-109.913317,Low Clearance,Bisbee,AZ,85603,LC13,,13 - 5 height clearance (136),13.5
113,101986,32.879756,-111.762052,Low Clearance,Casa Grande,AZ,85122,LC13,,eastbound 13 - 4 height clearance (136),13.4
114,102100,33.401705,-110.791799,Low Clearance,Globe,AZ,85501,LC12,,12 - 6 height clearance (136),12.6
115,102150,34.31026,-112.56863,Low Clearance,Kirkland,AZ,86332,LC10,,10 - 5 height clearance (136),10.5
116,102268,33.392751000000004,-111.9686,Low Clearance,Phoenix,AZ,85042,LC15,,15 - 1 height clearance,15.1
117,102269,33.427305,-112.047783,Low Clearance,Phoenix,AZ,85034,LC14,,14 - 0 height clearance,14.0
118,102270,33.44399,-112.09577,Low Clearance,Phoenix,AZ,85034,LC12,,12 - 0 height clearance (136),12.0
119,102271,33.444137,-112.073771,Low Clearance,Phoenix,AZ,85034,LC14,,14 - 0 height clearance,14.0
120,102272,33.445077000000005,-112.074904,Low Clearance,Phoenix,AZ,85034,LC15,,15 - 1 height clearance,15.1
121,102273,33.58193,-112.116898,Low Clearance,Phoenix,AZ,85029,LC14,,"14 - 9 height clearance on west side, 15-1 on east side",14.9
122,102334,34.92838,-112.81603,Low Clearance,Prescott,AZ,86305,LC13,,13 - 6 height clearance,13.6
123,102362,33.619347999999995,-110.921837,Low Clearance,Roosevelt,AZ,85545,LC12,,12 - 2 height clearance (136),12.0
124,102394,34.764197,-111.656651,Low Clearance,Sedona,AZ,86351,LC13,,13 - 1 height clearance (136),13.1
125,102402,34.311771,-110.248716,Low Clearance,Show Low,AZ,85901,LC11,,11 - 2 height clearance (136),11.2
126,102417,33.30463,-111.08262,Low Clearance,Superior,AZ,85173,LC13,,13 - 6 height clearance,13.6
127,102426,33.410998,-111.909154,Low Clearance,Tempe,AZ,85281,LC15,,15 - 6 height clearance,15.6
128,102427,33.411024,-111.93984,Low Clearance,Tempe,AZ,85281,LC15,,15 - 2 height clearance,15.2
129,102464,32.10654,-110.99315,Low Clearance,Tucson,AZ,85746,LC15,,15 - 1 height clearance,15.1
130,102465,32.206783,-110.979608,Low Clearance,Tucson,AZ,85746,LC13,,13 - 6 height clearance,13.6
131,102466,32.225235999999995,-110.968664,Low Clearance,Tucson,AZ,85746,LC10,,10 - 10 height clearance (136),10.1
132,102467,32.22707,-110.9717,Low Clearance,Tucson,AZ,85746,LC13,,13 - 6 height clearance,13.6
133,102468,32.235827,-110.98155,Low Clearance,Tucson,AZ,85746,LC13,,13 - 10 height clearance,13.1
134,102469,32.25026,-110.99169,Low Clearance,Tucson,AZ,85746,LC14,,14 - 0 height clearance,14.0
135,102534,34.97582,-110.5255,Low Clearance,Winslow,AZ,86047,LC14,,14 - 0 height clearance,14.0
136,103622,34.105489,-118.80948,Low Clearance,Agoura Hills,CA,91301,LC14,,14 - 0 height clearance,14.0
137,103644,40.4406,-122.29964,Low Clearance,Anderson,CA,96007,LC11,,11 - 6 height clearance (136),11.6
138,103665,35.50098,-120.66242,Low Clearance,Atascadero,CA,93422,LC13,,13 - 2 height clearance (136),13.2
139,103672,38.90384,-121.0662,Low Clearance,Auburn,CA,95603,LC13,,13 - 7 height clearance,13.7
140,103673,38.92083,-121.0928,Low Clearance,Auburn,CA,95603,LC11,,11 - 3 height clearance (136),11.3
141,103773,37.84908,-122.29563,Low Clearance,Berkeley,CA,94710,LC15,,15 - 1 height clearance,15.1
142,103822,34.172304,-118.301973,Low Clearance,Burbank,CA,91502,LC14,,14 - 6 height clearance,14.6
143,103844,35.28751,-118.627,Low Clearance,Caliente,CA,93518,LC13,,13 - 11 height clearance,13.11
144,103855,37.29281,-121.93749,Low Clearance,Campbell,CA,95008,LC15,,15 - 2 height clearance,15.2
145,103856,37.29453,-121.93861,Low Clearance,Campbell,CA,95008,LC15,,15 - 1 height clearance,15.1
146,103920,34.204127,-117.676776,Low Clearance,Claremont,CA,91711,LC12,,12 - 0 height clearance (136),12.0
147,103950,34.00991,-118.15852,Low Clearance,Commerce,CA,90040,LC15,,15 - 0 height clearance,15.0
148,103956,37.96422000000001,-122.0308,Low Clearance,Concord,CA,94518,LC14,,14 - 4 height clearance,14.4
149,103998,38.29233,-121.63058,Low Clearance,Courtland,CA,95615,LC13,,13 - 0 height clearance (136),13.0
150,104014,38.54139,-121.73959,Low Clearance,Davis,CA,95616,LC13,,13 - 6 height clearance,13.6
151,104075,34.06123,-118.0126,Low Clearance,El Monte,CA,91732,LC15,,15 - 0 height clearance,15.0
152,104076,34.0633,-118.01562,Low Clearance,El Monte,CA,91732,LC13,,13 - 10 height clearance,13.1
153,104193,37.48768,-121.93189,Low Clearance,Fremont,CA,94536,LC15,,15 - 0 height clearance,15.0
154,104194,37.55969,-121.95565,Low Clearance,Fremont,CA,94536,LC14,,14 - 0 height clearance,14.0
155,104195,37.55985,-121.95566,Low Clearance,Fremont,CA,94536,LC15,,15 - 0 height clearance,15.0
156,104217,36.734389,-119.794345,Low Clearance,Fresno,CA,93706,LC13,,13 - 9 height clearance,13.9
157,104218,36.77766,-119.8011,Low Clearance,Fresno,CA,93706,LC13,,13 - 0 height clearance (136),13.0
158,104219,36.78149000000001,-119.80411,Low Clearance,Fresno,CA,93706,LC13,,13 - 6 height clearance,13.6
159,104275,34.12696,-118.26177,Low Clearance,Glendale,CA,91204,LC14,,14 - 9 height clearance,14.9
160,104317,38.57312,-122.8401,Low Clearance,Healdsburg,CA,95448,LC13,,13 - 8 height clearance,13.8
161,104334,34.10099,-117.10583,Low Clearance,Highland,CA,92346,LC11,,11 - 6 height clearance (136),11.6
162,104412,33.63216,-117.69972,Low Clearance,Lake Forest,CA,92630,LC7,,7 - 5 height clearance (136),7.5
163,104519,34.05635,-118.25281,Low Clearance,Los Angeles,CA,90012,LC12,,12 - 9 height clearance (136),12.9
164,104520,34.06735,-118.2393,Low Clearance,Los Angeles,CA,90012,LC13,,13 - 0 height clearance (136),13.0
165,104521,34.0775,-118.19398,Low Clearance,Los Angeles,CA,90012,LC12,,12 - 3 height clearance (136),12.3
166,104522,34.07792,-118.26057,Low Clearance,Los Angeles,CA,90012,LC14,,14 - 0 height clearance,14.0
167,104523,34.07885,-118.193,Low Clearance,Los Angeles,CA,90012,LC13,,13 - 10 height clearance,13.1
168,104524,34.123673,-118.300782,Low Clearance,Los Angeles,CA,90012,LC14,,14 - 0 height clearance,14.0
169,104525,34.1288,-118.48038,Low Clearance,Los Angeles,CA,90012,LC13,,13 - 6 height clearance,13.6
170,104526,,,Low Clearance,Los Angeles,CA,90023,LC13,,13 - 5 height clearance (136),13.5
171,104578,38.0052,-122.10203,Low Clearance,Martinez,CA,94553,LC13,,13 - 6 height clearance,13.6
172,104580,39.13739,-121.58404,Low Clearance,Marysville,CA,95901,LC14,,14 - 0 height clearance in center with 13 - 10 on the sides,14.0
173,104581,39.13849,-121.58422,Low Clearance,Marysville,CA,95901,LC11,,11 - 7 height clearance (136),11.7
174,104582,39.13955,-121.59954,Low Clearance,Marysville,CA,95901,LC14,,14 - 6 height clearance,14.6
175,104583,39.1396,-121.58437,Low Clearance,Marysville,CA,95901,LC10,,10 - 0 height clearance (136),10.0
176,104584,39.1498,-121.59773,Low Clearance,Marysville,CA,95901,LC13,,13 - 5 height clearance (136),13.5
177,104752,33.17347,-117.36513,Low Clearance,Oceanside,CA,92054,LC13,,13 - 0 height clearance (136),13.0
178,104770,34.06023,-117.65105,Low Clearance,Ontario,CA,91762,LC14,,14 - 7 height clearance,14.7
179,104771,34.061449,-117.65091,Low Clearance,Ontario,CA,91762,LC14,,14 - 10 height clearance,14.1
180,104790,34.608955,-117.341614,Low Clearance,Oro Grande,CA,92368,LC13,,13 - 11 height clearance,13.11
181,104794,39.50939,-121.55553,Low Clearance,Oroville,CA,95966,LC13,,13 - 4 height clearance (136),13.4
182,104795,39.51116,-121.55391000000002,Low Clearance,Oroville,CA,95966,LC13,,13 - 4 height clearance (136),13.4
183,104817,37.44286,-122.16453,Low Clearance,Palo Alto,CA,94301,LC14,,14 - 3 height clearance,14.3
184,104832,35.61775499999999,-120.688058,Low Clearance,Paso Robles,CA,93446,LC10,,10 - 8 height clearance (136),10.8
185,104856,40.243997,-124.122916,Low Clearance,Petrolia,CA,95558,LC13,,13 - 11 height clearance,13.11
186,104866,38.00816,-122.29276000000002,Low Clearance,Pinole,CA,94564,LC13,,13 - 6 height clearance,13.6
187,104902,40.0064,-121.2495,Low Clearance,Quincy,CA,95971,LC13,,13 - 0 height clearance (136),13.0
188,104961,37.92124,-122.38555,Low Clearance,Richmond,CA,94801,LC12,,12 - 7 height clearance (136),12.7
189,104969,38.96129000000001,-121.53256,Low Clearance,Rio Oso,CA,95674,LC13,,13 - 8 height clearance,13.8
190,104987,33.91946,-117.4241,Low Clearance,Riverside,CA,92503,LC11,,11 - 7 height clearance (136),11.7
191,104988,33.923,-117.42703,Low Clearance,Riverside,CA,92503,LC14,,14 - 11 height clearance,14.11
192,104989,33.977270000000004,-117.37304,Low Clearance,Riverside,CA,92503,LC13,,13 - 6 height clearance,13.6
193,105029,38.58686,-121.48142,Low Clearance,Sacramento,CA,95832,LC13,,13 - 10 height clearance,13.1
194,105105,33.381223,-117.577391,Low Clearance,San Clemente,CA,92672,LC15,,15 height clearance,15.0
195,105118,32.74579,-117.19244,Low Clearance,San Diego,CA,92110,LC13,,13 - 8 height clearance,13.8
196,105150,37.73925,-122.39468,Low Clearance,San Francisco,CA,94108,LC14,,14 - 6 height clearance,14.6
197,105151,37.7499,-122.39321,Low Clearance,San Francisco,CA,94108,LC14,,14 - 0 height clearance,14.0
198,105152,37.78045,-122.3992,Low Clearance,San Francisco,CA,94108,LC13,,13 - 9 height clearance,13.9
199,105153,37.79065,-122.39512,Low Clearance,San Francisco,CA,94108,LC13,,13 - 0 height clearance (136),13.0
200,105154,37.79277,-122.40758999999998,Low Clearance,San Francisco,CA,94108,LC13,,13 - 0 height clearance (136),13.0
201,105165,37.31037,-121.88279,Low Clearance,San Jose,CA,95126,LC14,,14 - 7 height clearance,14.7
202,105166,37.315749,-121.88762,Low Clearance,San Jose,CA,95126,LC14,,14 - 0 height clearance,14.0
203,105167,37.31796,-121.89075,Low Clearance,San Jose,CA,95126,LC13,,13 - 10 height clearance,13.1
204,105168,37.31814,-121.89303999999998,Low Clearance,San Jose,CA,95126,LC13,,13 - 6 height clearance,13.6
205,105169,37.31895,-121.89777,Low Clearance,San Jose,CA,95126,LC15,,15 - 0 height clearance,15.0
206,105170,37.32621,-121.90283,Low Clearance,San Jose,CA,95126,LC14,,14 - 2 height clearance,14.2
207,105171,37.33184,-121.90328999999998,Low Clearance,San Jose,CA,95126,LC14,,14 - 7 height clearance,14.7
208,105172,37.33459000000001,-121.9047,Low Clearance,San Jose,CA,95126,LC13,,13 - 8 height clearance,13.8
209,105199,37.71117,-122.14734,Low Clearance,San Leandro,CA,94578,LC14,,14 - 1 height clearance,14.1
210,105207,36.116906,-121.02814,Low Clearance,San Lucas,CA,93954,LC13,,13 - 6 height clearance,13.6
211,105221,37.5374,-122.29693,Low Clearance,San Mateo,CA,94401,LC15,,15 - 1 height clearance,15.1
212,105222,37.56992,-122.32577,Low Clearance,San Mateo,CA,94401,LC8,,8 - 6 height clearance (136),8.6
213,105223,37.57125,-122.32724,Low Clearance,San Mateo,CA,94401,LC11,,11 - 1 height clearance (136),11.1
214,105224,37.57252,-122.32874,Low Clearance,San Mateo,CA,94401,LC12,,12 - 1 height clearance (136),12.1
215,105225,37.57386,-122.33059,Low Clearance,San Mateo,CA,94401,LC13,,13 - 0 height clearance (136),13.0
216,105245,37.35822,-121.94736,Low Clearance,Santa Clara,CA,95051,LC14,,14 - 10 height clearance,14.1
217,105325,40.6818,-122.37529,Low Clearance,Shasta Lake,CA,96019,LC13,,13 - 9 height clearance,13.9
218,105371,37.93412,-121.42162,Low Clearance,Stockton,CA,95206,LC13,,13 - 5 height clearance (136),13.5
219,105372,37.94092,-121.27433,Low Clearance,Stockton,CA,95206,LC14,,14 - 11 height clearance,14.11
220,105373,37.95757,-121.27885,Low Clearance,Stockton,CA,95206,LC15,,15 - 0 height clearance,15.0
221,105447,34.314685,-118.135849,Low Clearance,Tujunga,CA,91042,LC12,,15 - 0 height clearance (136) in arch center with 12 ft on sides,15.0
222,105544,37.71105,-120.60967,Low Clearance,Waterford,CA,95386,LC13,,13 - 0 height clearance (136),13.0
223,105564,38.5163,-121.55278,Low Clearance,West Sacramento,CA,95691,LC12,,12 - 10 height clearance (136),12.1
224,105565,38.58284,-121.51694,Low Clearance,West Sacramento,CA,95691,LC13,,13 - 6 height clearance,13.6
225,105588,39.05261,-121.31995,Low Clearance,Wheatland,CA,95692,LC14,,14 - 6 height clearance,14.6
226,105665,39.20038,-106.94997,Low Clearance,Aspen,CO,81611,LC12,,12 - 7 height clearance (136),12.7
227,105666,39.20342,-106.94993999999998,Low Clearance,Aspen,CO,81611,LC12,,12 - 7 height clearance (136),12.7
228,105698,40.258204,-103.60046,Low Clearance,Brush,CO,80723,LC15,,15 - 3 height clearance,15.3
229,105699,40.26853,-103.62194,Low Clearance,Brush,CO,80723,LC13,,"At least 13 - 8 height clearance. Replaced and height is much higher, exact height unknown - used to be 13 - 4 height clearance (136)",13.8
230,105733,38.82082,-104.82421,Low Clearance,Colorado Springs,CO,80905,LC13,,13 - 0 height clearance (136),13.0
231,105734,38.82802,-104.81709,Low Clearance,Colorado Springs,CO,80905,LC13,,"13 - 1 height clearance (136), 13 - 1 going eastbound, going westbound, it is 13 - 3 in left lanes and 13-6 in right lane.",13.1
232,105735,38.85083,-104.83102,Low Clearance,Colorado Springs,CO,80905,LC12,,12 - 5 height clearance (136),12.5
233,105801,39.68759,-104.99067,Low Clearance,Denver,CO,80223,LC13,,13 - 11 height clearance,13.11
234,105802,39.71115,-104.99589,Low Clearance,Denver,CO,80223,LC15,,15 - 3 height clearance,15.3
235,105803,39.76926,-104.99742,Low Clearance,Denver,CO,80223,LC13,,13 - 1 height clearance (136),13.1
236,105804,39.77082,-104.97267,Low Clearance,Denver,CO,80223,LC13,,13 - 1 height clearance (136),13.1
237,105805,39.7769,-104.9791,Low Clearance,Denver,CO,80223,LC13,,13 - 8 height clearance,13.8
238,105806,39.78796,-104.96446,Low Clearance,Denver,CO,80223,LC13,,13 - 11 height clearance,13.11
239,105807,39.79408,-104.95641,Low Clearance,Denver,CO,80223,LC11,,11 - 4 height clearance (136),11.4
240,105808,39.80288,-104.9593,Low Clearance,Denver,CO,80223,LC13,,13 - 6 height clearance,13.6
241,105847,39.65992,-106.81577,Low Clearance,Edwards,CO,81632,LC13,,14 - 1 height clearance,14.1
242,105974,38.43157,-105.81267,Low Clearance,Howard,CO,81233,LC10,,10 - 10 height clearance (136),10.1
243,105981,40.80348,-103.16986,Low Clearance,Iliff,CO,80736,LC11,,11 - 0 height clearance (136) July 2014: User submitted,11.0
244,106090,38.254579,-104.606734,Low Clearance,Pueblo,CO,81003,LC13,,13 - 5 height clearance (136),13.5
