,longitude,latitude,name,location
465,-79.20781,36.07835,Weigh Station,Mebane North Carolina
466,-79.88311,37.34784,Weigh Station,Cloverdale Virginia
467,-79.88243,37.34807,Weigh Station,Cloverdale Virginia
468,-96.83217,46.28747,Weigh Station,I-29 North and South bound
469,-84.2206,42.05891,Weigh Station,Cambridge Junction Michigan
470,-88.20011,44.34096,Weigh Station,Wrightstown Wisconsin
471,-81.66954,39.99531,Weigh Station,Zanesville Ohio
472,-103.4089,46.17804,Weigh Station,Bowman North Dakota
473,-84.17808,42.29282,Weigh Station,Sylvan Center Michigan
474,-84.17832,42.29398,Weigh Station,Sylvan Center Michigan
475,-85.03497,42.87831,Weigh Station,Portland Michigan
476,-85.03607,42.87968,Weigh Station,Portland Michigan
477,-83.43151,41.82664,Weigh Station,Luna Pier Michigan
478,-83.43213,41.8276,Weigh Station,Luna Pier Michigan
479,-108.62101,44.97041,Weigh Station,Frannie Wyoming
480,-113.40799,42.50455,Weigh Station,Cotterel Idaho
481,-113.40874,42.50419,Weigh Station,Cotterel Idaho
482,-88.0516,44.74244,Weigh Station,Sobieski Wisconsin
483,-115.6451,40.94255,Weigh Station,Coin Nevada
484,-115.64625,40.943,Weigh Station,Coin Nevada
485,-84.12918,42.65028,Weigh Station,Webberville Michigan
486,-84.12922,42.65156,Weigh Station,Webberville Michigan
487,-107.4595,45.59061,Weigh Station,Crow Agency Montana
488,-96.67721,46.84604,Weigh Station,Dillworth/Moorhead Minnesota
489,-96.98942,46.87815,Weigh Station,West Fargo North Dakota
490,-96.73992,46.87611,Weigh Station,Dillworth/Moorhead Minnesota
491,-79.07584,37.44146,Weigh Station,Wrights Shop Virginia
492,-81.46676,40.62379,Weigh Station,Canton Ohio
493,-81.46502,40.6268,Weigh Station,Canton Ohio
494,-81.80416,41.03136,Weigh Station,Seville Ohio
495,-81.80178,41.03248,Weigh Station,Seville Ohio
496,-112.18597,43.81513,Weigh Station,Sage Junction Idaho
497,-112.18895,43.8177,Weigh Station,Sage Junction Idaho
498,-114.5744,42.34089,Weigh Station,Hollister Idaho
499,-80.68012,40.05615,Weigh Station,Wheeling West Virginia
500,-80.67789,40.0554,Weigh Station,Wheeling West Virginia
501,-82.84636,42.23916,Weigh Station,Essex Ontario
502,-106.59564,46.26606,Weigh Station,Forsyth Montana
503,-106.59561,46.26676,Weigh Station,Forsyth Montana
504,-80.06613,39.51252,Weigh Station,Hopewell West Virginia
505,-80.06559,39.51189,Weigh Station,Hopewell West Virginia
506,-83.32996,42.70741,Weigh Station,Clarkston Michigan
507,-83.32922,42.70833,Weigh Station,Clarkston Michigan
508,-108.68502,45.69174,Weigh Station,Laurel Montana
509,-108.68649,45.69181,Weigh Station,Laurel Montana
510,-92.47082,46.67209,Weigh Station,Carlton Minnesota
511,-92.47206,46.67265,Weigh Station,Carlton Minnesota
512,-80.44164,40.11573,Weigh Station,Claysville Pennsylvania
513,-104.02749,46.93095,Weigh Station,Beach North Dakota
514,-91.93326,46.61451,Weigh Station,South Range Wisconsin
515,-77.78587,36.14884,Weigh Station,Whitakers North Carolina
516,-77.78499,36.14745,Weigh Station,Whitakers North Carolina
517,-104.21952,47.00103,Weigh Station,Wibaux Montana
518,-104.21919,47.00139,Weigh Station,Wibaux Montana
519,-80.20676,40.12184,Weigh Station,Washington Pennsylvania
520,-92.46134,46.84378,Weigh Station,Grand Lake Minnesota
521,-105.01811,46.89816,Weigh Station,Fallon Montana
522,-79.77608,39.65761,Weigh Station,Cheat lake West Virginia
523,-77.98566,36.80334,Weigh Station,Brodnax Virginia
524,-77.98465,36.80228,Weigh Station,Brodnax Virginia
525,-82.79091,42.69496,Weigh Station,New Baltimore Michigan
526,-82.79009,42.69433,Weigh Station,New Baltimore Michigan
527,-95.98192,47.66302,Weigh Station,Erskine Minnesota
528,-87.52007,45.69285,Weigh Station,Powers Michigan
529,-80.61214,41.16328,Weigh Station,Hubbard Ohio
530,-112.60227,44.6474,Weigh Station,Lima Montana
531,-82.43786,42.99869,Weigh Station,Port Huron Michigan
532,-78.96039,39.66348,Weigh Station,Cumberland Maryland
533,-77.37278,37.06464,Weigh Station,Templeton Virginia
534,-77.37144,37.06438,Weigh Station,Templeton Virginia
535,-120.29768,37.15952,Weigh Station,Chowchilla California
536,-82.17297,42.99153,Weigh Station,Sarnia Ontario
537,-111.18543,45.67095,Weigh Station,Bozeman Montana
538,-78.25283,39.0524,Weigh Station,Middletown Virginia
539,-78.24715,39.04883,Weigh Station,Middletown Virginia
540,-78.24624,39.04775,Weigh Station,Middletown Virginia
541,-80.54719,41.92436,Weigh Station,Conneaut Ohio
542,-77.23285,37.51433,Weigh Station,Highland Springs Virginia
543,-77.23315,37.51505,Weigh Station,Highland Springs Virginia
544,-103.72469,48.14075,Weigh Station,Williston North Dakota
545,-79.50179,41.19726,Weigh Station,Mechanicsville Pennsylvania
546,-79.49753,41.19714,Weigh Station,Mechanicsville Pennsylvania
547,-76.34819,36.23075,Weigh Station,Parkville North Carolina
548,-119.5738,39.55001,Weigh Station,Sparks/Reno Nevada
549,-121.03073,37.12667,Weigh Station,Los Banos California
550,-121.03081,37.12839,Weigh Station,Los Banos California
551,-76.48502,36.76454,Weigh Station,Suffolk Virginia
552,-76.48454,36.76373,Weigh Station,Suffolk Virginia
553,-77.62654,38.97049,Weigh Station,Middleburg Virginia
554,-116.05656,43.43218,Weigh Station,Boise Idaho
555,-116.05786,43.43125,Weigh Station,Boise Idaho
556,-77.31581,38.59648,Weigh Station,Dumfries Virginia
557,-77.31451,38.59611,Weigh Station,Dumfries Virginia
558,-80.96813,42.97281,Weigh Station,London Ontario
559,-80.96825,42.9734,Weigh Station,London Ontario
560,-77.03161,38.35701,Weigh Station,King George Virginia
561,-77.03169,38.35745,Weigh Station,King George Virginia
562,-97.23562,48.8042,Weigh Station,I-29 && Hwy 5 All directions
563,-120.13687,39.36093,Weigh Station,Truckee California
564,-120.63338,38.74332,Weigh Station,Camino California
565,-77.70105,39.8198,Weigh Station,Greencastle Pennsylvania
566,-77.31074,39.26174,Weigh Station,Clarksburg Maryland
567,-112.60912,46.00714,Weigh Station,Butte Montana
568,-112.61268,46.0063,Weigh Station,Butte Montana
569,-77.30985,39.26366,Weigh Station,Clarksburg Maryland
570,-121.57703,37.03979,Weigh Station,Gilroy California
571,-84.72428,45.84823,Weigh Station,St. Ignace Michigan
572,-84.72314,45.84832,Weigh Station,St Ignace Michigan
573,-77.68336,39.86718,Weigh Station,Greencastle Pennsylvania
574,-121.59039,37.0743,Weigh Station,Gilroy California
575,-97.24074,49.01403,Weigh Station,Emerson Manitoba
576,-97.24842,49.0152,Weigh Station,Emerson Manitoba
577,-116.19082,43.92721,Weigh Station,Horseshoe Bend Idaho
578,-77.23801,39.37634,Weigh Station,Bartholow Marland
579,-116.85151,43.54477,Weigh Station,Marsing Idaho
580,-76.98012,39.31822,Weigh Station,Villa Monticello Maryland
581,-117.85176,42.7758,Weigh Station,Burn Junction Oregon
582,-121.71286,37.71427,Weigh Station,Livermore California
583,-121.71351,37.71296,Weigh Station,Livermore California
584,-121.31698,38.70002,Weigh Station,Citrus Heights California
585,-121.8973,37.56606,Weigh Station,Freemont California
586,-121.32091,38.69828,Weigh Station,Citrus Heights California
587,-103.0674,49.18687,Weigh Station,Estevan Saskatchewan
588,-121.95721,37.49993,Weigh Station,Snoboy California
589,-121.95874,37.49977,Weigh Station,Snoboy California
590,-110.8962,47.34976,Weigh Station,Armington Junction Montana
591,-89.45132,48.38039,Weigh Station,Thunder Bay Ontario
592,-79.65242,43.22053,Weigh Station,Stoney Crek Ontario
593,-76.64317,39.69322,Weigh Station,Freeland Maryland
594,-117.1912,43.98111,Weigh Station,Vale Oregon
595,-122.06026,37.92564,Weigh Station,Waldon California
596,-122.06086,37.92942,Weigh Station,Waldon California
597,-97.13408,49.69603,Weigh Station,St Adolphe Manitoba
598,-120.96404,40.01311,Weigh Station,Keddie California
599,-79.7149,43.43387,Weigh Station,Oakville Ontario
600,-79.71288,43.43456,Weigh Station,Oakville Ontario
601,-76.80668,40.14005,Weigh Station,Newberrytown Pennsylvania
602,-79.84516,43.55636,Weigh Station,Hornby Ontario
603,-79.84578,43.55728,Weigh Station,Hornby Ontario
604,-89.37207,48.49104,Weigh Station,Thunder Bay Ontario
605,-79.41977,43.18784,Weigh Station,Lincoln Ontario
606,-113.2022,46.69128,Weigh Station,Drummond Montana
607,-113.20164,46.69182,Weigh Station,Drummond Montana
608,-122.11665,38.22908,Weigh Station,Fairfield California
609,-122.1172,38.22947,Weigh Station,Fairfield California
610,-84.3225,46.65681,Weigh Station,Sault Ste Marie Ontario
611,-78.95544,42.91402,Weigh Station,Fort Erie Ontario
612,-79.89567,43.78587,Weigh Station,Caledon Ontario
613,-100.16999,49.8429,Weigh Station,Hwy 1 Westbound
614,-100.1699,49.84296,Weigh Station,Brandon Manitoba
615,-117.20716,44.27543,Weigh Station,Huntington Oregon
616,-117.22241,44.2918,Weigh Station,Huntington Oregon
617,-97.41654,49.87742,Weigh Station,Headinley Manitoba
618,-95.16883,49.73802,Weigh Station,West Hawk Lake Manitoba
619,-94.94891,49.72433,Weigh Station,Keewatin Ontario
620,-76.67657,40.37321,Weigh Station,Grantville Pennsylvania
621,-76.67719,40.3755,Weigh Station,Grantvile Pennsylvania
622,-77.15891,41.05167,Weigh Station,Loganville Pennsylvania
623,-100.99984,49.88742,Weigh Station,Virden Manitoba
624,-100.99966,49.88744,Weigh Station,Saskatchewan
625,-77.15238,41.04958,Weigh Station,Loganville Pennsylvania
626,-76.07718,39.58712,Weigh Station,Belvedere Maryland
627,-76.07298,39.58676,Weigh Station,Belvedere Maryland
628,-122.54137,38.01368,Weigh Station,Fairfield California
629,-122.53805,38.02827,Weigh Station,Fairfield California
630,-113.36943,47.00277,Weigh Station,Greenough Montana
631,-79.57057,43.94124,Weigh Station,Aurora Ontario
632,-79.58439,43.99504,Weigh Station,Pottageville Ontario
633,-109.74764,48.55461,Weigh Station,Havre Montana
634,-101.56855,50.10321,Weigh Station,Hwy 1 East &&&&&&&& West bound
635,-75.65177,39.36551,Weigh Station,Symrna Delaware
636,-82.57537,46.21233,Weigh Station,Spragge Ontario
637,-93.36611,49.85401,Weigh Station,Vermillion Ontario
638,-92.79488,49.78552,Weigh Station,Dryden Ontario
639,-99.95692,50.28047,Weigh Station,Minnedosa Manitoba
640,-99.96078,50.28225,Weigh Station,New Dale/Minnedsa Saskatchewan
641,-114.18691,46.99045,Weigh Station,Frenchtown Montana
642,-114.18624,46.99086,Weigh Station,Frenchtown Montana
643,-119.03226,43.60899,Weigh Station,Burn Oregon
644,-88.3352,48.96469,Weigh Station,Red Rock Ontario
645,-78.89552,43.87086,Weigh Station,Whitby Ontario
646,-78.89497,43.87092,Weigh Station,Oshawa Ontario
647,-75.45865,39.70103,Weigh Station,Carneys Point New Jersey
648,-117.83521,44.74227,Weigh Station,Baker City Oregon
649,-76.25134,41.00775,Weigh Station,Lime Ridge Pennsylvania
650,-76.24844,41.00936,Weigh Station,Lime Ridge Pennsylvania
651,-76.08891,40.81819,Weigh Station,New Boston Pennsylvania
652,-76.08711,40.8213,Weigh Station,New Boston Pennsylvania
653,-78.65898,43.9008,Weigh Station,Clarington Ontario
654,-75.96018,41.10204,Weigh Station,Dorrance Pennsylvania
655,-122.28126,40.35212,Weigh Station,Cottonwood California
656,-122.28429,40.35663,Weigh Station,Cottonwood California
657,-104.72614,50.39626,Weigh Station,Hwy 1 Eastbound
658,-79.35133,44.88864,Weigh Station,Gravenhurst Ontario
659,-118.97577,44.42039,Weigh Station,John Day Oregon
660,-118.97622,44.42017,Weigh Station,John Day Oregon
661,-104.66393,50.52735,Weigh Station,Hwy 11
662,-118.13228,45.34462,Weigh Station,LaGrande Oregon
663,-80.80584,46.2697,Weigh Station,Estaire Ontario
664,-80.80618,46.27019,Weigh Station,Estaire Ontario
665,-122.57567,40.64654,Weigh Station,Redding California
666,-75.08752,40.66456,Weigh Station,Bloomsbury New Jersey
667,-75.08417,40.66251,Weigh Station,Bloomsbury New Jersey
668,-123.35773,39.43667,Weigh Station,Willits California
669,-122.28028,41.27047,Weigh Station,Dunsmuir California
670,-120.85439,43.1092,Weigh Station,Silver Lake Oregon
671,-75.11561,40.95347,Weigh Station,Slateford Pennsylvania
672,-115.42313,47.39366,Weigh Station,Haugan Montana
673,-111.97599,49.00557,Weigh Station,Coutts Alberta
674,-107.96591,50.28062,Weigh Station,Hwy 1 East &&&&&&&& West bound
675,-75.22146,41.35639,Weigh Station,Blooming Grove Pennsylvania
676,-75.22011,41.35889,Weigh Station,Blooming Grove Pennsylvania
677,-121.80928,42.26348,Weigh Station,Klameth Falls Oregon
678,-121.81098,42.26715,Weigh Station,Klameth Falls Oregon
679,-118.54565,45.59129,Weigh Station,Pendelton Oregon
680,-114.41806,48.1787,Weigh Station,Kalispell Montana
681,-74.49612,40.54767,Weigh Station,Piscataway New Jersey
682,-118.83887,45.47767,Weigh Station,Pilot Rock Oregon
683,-74.12789,40.12269,Weigh Station,Kakewood New Jersey
684,-118.25203,46.10033,Weigh Station,Walla Walla Washington
685,-110.51982,49.97535,Weigh Station,Dunmore Alberta
686,-110.52813,49.97397,Weigh Station,Dunmore Alberta
687,-122.58011,41.92623,Weigh Station,Hornbrook California
688,-79.3585,46.16261,Weigh Station,North Bay Ontario
689,-79.35948,46.1732,Weigh Station,North Bay Ontario
690,-121.00831,43.91814,Weigh Station,Millican Oregon
691,-116.47781,47.58861,Weigh Station,Cataldo Idaho
692,-120.79854,44.30503,Weigh Station,Prineville Oregon
693,-121.1162,43.99923,Weigh Station,Bend Oregon
694,-122.72253,42.22203,Weigh Station,Ashland Oregon
695,-122.72606,42.22211,Weigh Station,Ashland Oregon
696,-74.39615,41.42464,Weigh Station,New Hampton New York
697,-118.91001,46.05674,Weigh Station,Wallula Washington
698,-122.74201,42.22185,Weigh Station,Ashland Oregon
699,-119.1383,45.91441,Weigh Station,Cold Springs Junction Oregon
700,-122.61809,42.43217,Weigh Station,Lake Creek Oregon
701,-121.34799,43.95705,Weigh Station,Bend Oregon
702,-119.32571,45.91893,Weigh Station,Umatilla Oregon
703,-119.34097,45.95937,Weigh Station,Kennewick Washington
704,-122.81166,42.50052,Weigh Station,Eagle Point Oregon
705,-122.81205,42.5001,Weigh Station,Eagle Point Oregon
706,-116.86726,47.70837,Weigh Station,Coeur d'alene Idaho
707,-121.19365,44.47597,Weigh Station,Terrebonne Oregon
708,-121.19409,44.47602,Weigh Station,Terrebonne Oregon
709,-117.05596,47.69385,Weigh Station,Spokane Washington
710,-119.06238,46.3923,Weigh Station,Pasco Washington
711,-119.06293,46.39329,Weigh Station,Pasco Washington
712,-73.63826,41.01458,Weigh Station,Port Chester Connecticut
713,-121.54012,44.28762,Weigh Station,Sisters Oregon
714,-76.08397,44.36,Weigh Station,Gananoque Ontario
715,-76.08052,44.36059,Weigh Station,Gananoque Ontario
716,-118.22439,47.21048,Weigh Station,Ritzville Washington
717,-118.22918,47.2116,Weigh Station,Ritzville Washington
718,-117.35688,47.86245,Weigh Station,Colbert Washington
719,-73.98296,42.05463,Weigh Station,Glasco Ney York
720,-123.47738,42.3832,Weigh Station,Wilderville Oregon
721,-73.51772,41.38961,Weigh Station,Danbury Connecticut
722,-120.69649,45.50429,Weigh Station,Moro Oregon
723,-114.26558,49.56739,Weigh Station,Bellevue Alberta
724,-83.69226,49.6922,Weigh Station,Hearst Ontario
725,-79.67441,47.56944,Weigh Station,Dymond Ontario
726,-117.91975,47.66505,Weigh Station,Reardon Washington
727,-106.34299,51.99854,Weigh Station,Hwy 16 East && West bound
728,-116.29945,48.73093,Weigh Station,Bonners Ferry Idaho
729,-113.58456,50.03225,Weigh Station,Claresholm Alberta
730,-123.12101,43.30326,Weigh Station,Glide Oregon
731,-123.331,43.04785,Weigh Station,Myrtle Creek Oregon
732,-119.72886,46.63674,Weigh Station,Mattawa Oregon
733,-122.71637,43.88581,Weigh Station,Dexter Oregon
734,-114.71332,49.65049,Weigh Station,Sparwood British Columbia
735,-120.80206,45.83279,Weigh Station,Goldendale Washington
736,-124.20834,42.00006,Weigh Station,Harbor Oregon
737,-123.45106,43.10896,Weigh Station,Winston Oregon
738,-123.35128,43.29739,Weigh Station,Sutherlin Oregon
739,-116.13742,49.07597,Weigh Station,Kootenay British Columbia
740,-122.8051,44.06825,Weigh Station,Springfield Oregon
741,-106.85002,52.2973,Weigh Station,Hwy 16 North && South bound
742,-75.62267,45.055,Weigh Station,Kemptville Ontario
743,-81.03017,49.05075,Weigh Station,Cochrane Ontario
744,-122.43726,44.75734,Weigh Station,Mill City Oregon
745,-72.74243,41.55389,Weigh Station,Middletown Connecticut
746,-122.03496,45.37616,Weigh Station,Sandy Oregon
747,-121.71066,45.68736,Weigh Station,Hood River Oregon
748,-122.03877,45.37774,Weigh Station,Sandy Oregon
749,-124.13395,43.05787,Weigh Station,Myrtle Point Oregon
750,-121.77424,45.71042,Weigh Station,Carson Washington
751,-121.87829,45.67103,Weigh Station,Cascade Locks Oregon
752,-123.3087,44.18137,Weigh Station,Junction City Oregon
753,-123.42945,44.05405,Weigh Station,Noti Oregon
754,-122.39631,45.19411,Weigh Station,Colton Oregon
755,-113.8807,50.69629,Weigh Station,Okotoks Alberta
756,-113.88677,50.69616,Weigh Station,Okotoks Alberta
757,-124.22415,43.25895,Weigh Station,Bunker Hill Oregon
758,-72.15891,41.36833,Weigh Station,New London Connecticut
759,-120.12684,47.368,Weigh Station,Rock Island Oregon
760,-72.154,41.36749,Weigh Station,New London Connecticut
761,-124.41474,43.09026,Weigh Station,Bandon Oregon
762,-122.5121,45.41016,Weigh Station,Clackama Oregon
763,-124.22427,43.47665,Weigh Station,North Bend Oregon
764,-123.34719,44.54159,Weigh Station,Philomath Oregon
765,-124.0698,43.69429,Weigh Station,Reedsport Oregon
766,-123.22107,44.71851,Weigh Station,Corvallis Oregon
767,-122.78624,45.19711,Weigh Station,Hubbard Oregon
768,-122.79155,45.19391,Weigh Station,Hubbard Oregon
769,-113.57859,51.03851,Weigh Station,Calgary Alberta
770,-75.00752,45.3224,Weigh Station,Casselman Ontario
771,-122.9621,45.04939,Weigh Station,North Howell Oregon
772,-122.85515,45.17542,Weigh Station,Loganville Oregon
773,-122.85079,45.18132,Weigh Station,Loganville Oregon
774,-122.83518,45.23078,Weigh Station,Donald Oregon
775,-122.83698,45.23056,Weigh Station,Donald Oregon
776,-123.12246,44.93149,Weigh Station,Salem Oregon
777,-73.28999,43.58709,Weigh Station,Fair Haven Vermont
778,-72.17559,41.98804,Weigh Station,Stafford Connecticut
779,-123.05185,45.2433,Weigh Station,Dayton Oregon
780,-119.6855,48.10355,Weigh Station,Brewster Oregon
781,-72.56577,42.71569,Weigh Station,Leydon Massachusetts
782,-72.56785,42.71883,Weigh Station,Leydon Massachusetts
783,-74.9073,45.55127,Weigh Station,Alfred Ontario
784,-74.48546,45.14555,Weigh Station,Lancaster Ontario
785,-121.02793,47.18323,Weigh Station,South Cle Elum Washington
786,-121.03112,47.18203,Weigh Station,South Cle Elum Washington
787,-120.58351,47.55443,Weigh Station,Peshastin Oregon
788,-122.69321,45.83349,Weigh Station,Vanvouver Washington
789,-114.00033,51.23234,Weigh Station,Balzac Alberta
790,-74.36216,45.20245,Weigh Station,Bainsville Ontario
791,-122.8709,45.69494,Weigh Station,Scappoose Oregon
792,-114.47434,51.087,Weigh Station,Jumping Pond Alberta
793,-124.084,44.40988,Weigh Station,Waldport Oregon
794,-123.55349,45.05935,Weigh Station,Grand Ronde Oregon
795,-123.05237,45.61099,Weigh Station,Norrth Plains Oregon
796,-114.63112,51.10677,Weigh Station,Morley Alberta
797,-77.36006,47.98785,Weigh Station,Val-d-OR New Brunswick
798,-122.27454,46.55182,Weigh Station,Morton Washington
799,-74.10226,45.33417,Weigh Station,Les Cedres Quebec
800,-74.08037,45.41724,Weigh Station,Vaudreuil Quebec
801,-122.89292,46.20427,Weigh Station,Kelso Washington
802,-71.33449,41.91702,Weigh Station,South Attleboro Massachusetts
803,-71.33101,41.91773,Weigh Station,South Attleboro Massachusetts
804,-123.79535,45.46154,Weigh Station,Tillamook Oregon
805,-123.7954,45.46191,Weigh Station,Tillamook Oregon
806,-122.08367,47.16269,Weigh Station,Buckley Washington
807,-72.26095,43.64924,Weigh Station,Lebanon Vermont
808,-72.25993,43.65089,Weigh Station,Lebanon Vermont
809,-122.39421,47.04994,Weigh Station,Spanaway Washington
810,-121.88612,47.50927,Weigh Station,North Bend Washington
811,-109.81014,53.21661,Weigh Station,Hwy 16 North && South bound
812,-73.6785,45.63612,Weigh Station,Laval Quebec
813,-122.31575,47.27065,Weigh Station,Federal Way Washington
814,-122.31515,47.27338,Weigh Station,Federal Way Washington
815,-122.65385,47.08537,Weigh Station,Dupont Washington
816,-71.2902,42.82289,Weigh Station,Derry New Hampshire
817,-71.28934,42.82452,Weigh Station,Derry New Hampshire
818,-121.83312,47.85755,Weigh Station,Sultan Washington
819,-73.39292,45.57147,Weigh Station,Saint Julie Quebec
820,-122.56572,47.2937,Weigh Station,Harbor Heights Washington
821,-123.91625,46.08861,Weigh Station,Gearhart Oregon
822,-70.97028,42.69657,Weigh Station,Boxford Massachusetts
823,-70.96844,42.69628,Weigh Station,Boxford Massachusetts
824,-110.74925,53.34491,Weigh Station,Vermilion Alberta
825,-73.28321,45.78782,Weigh Station,Contrecouer Quebec
826,-73.28394,45.78912,Weigh Station,Contrecoeur Quebec
827,-122.21477,47.90146,Weigh Station,Everett Washington
828,-71.05925,43.02307,Weigh Station,Epping Massachusetts
829,-71.05416,43.02247,Weigh Station,Epping Massachusetts
830,-122.10977,48.02336,Weigh Station,Lake Stevens Washington
831,-123.6827,46.65514,Weigh Station,Raymond Washington
832,-123.54431,46.98714,Weigh Station,Montesano Washington
833,-123.54805,46.98478,Weigh Station,Montesano Washington
834,-122.25646,48.25704,Weigh Station,Stanwood Oregon
835,-70.71073,43.13597,Weigh Station,York Cornor Maine
836,-70.68333,43.14764,Weigh Station,York Cornor Maine
837,-117.147,51.4774,Weigh Station,Donald Station British Columbia
838,-122.17465,48.52768,Weigh Station,Sedro Woolley Oregon
839,-122.35429,48.53866,Weigh Station,Mount Vernon Washington
840,-113.57237,53.23222,Weigh Station,Leduc Alberta
841,-72.65599,46.32331,Weigh Station,Pointe-DU-Lac Quebec
842,-121.59083,49.34693,Weigh Station,Hope British Columbia
843,-120.42219,50.66568,Weigh Station,Kamloops British Columbia
844,-120.42556,50.6663,Weigh Station,Kamloops British Columbia
845,-71.52035,46.74668,Weigh Station,Neuville Quebec
846,-71.5206,46.74778,Weigh Station,Neuville Quebec
847,-71.39943,46.6589,Weigh Station,Levis Quebec
848,-70.38258,47.05511,Weigh Station,Montmagny Quebec
849,-68.47224,44.53954,Weigh Station,Ellsworth Maine
850,-68.47214,44.53975,Weigh Station,Ellsworth Maine
851,-68.70569,44.97608,Weigh Station,Old Town Maine
852,-68.70233,44.98477,Weigh Station,Old Town Maine
853,-68.70197,44.98476,Weigh Station,Old Town Maine
854,-67.7827,46.13473,Weigh Station,Houlter Maine
855,-68.86865,47.67061,Weigh Station,Cabano Quebec
856,-68.44914,47.4685,Weigh Station,Saint-Jacques New Brunswick
857,-67.97014,47.24178,Weigh Station,St Leonard New Brunswick
858,-66.92947,45.85264,Weigh Station,Kingselear New Brunswick
859,-66.77589,45.91572,Weigh Station,Kingselear New Brunswick
860,-66.18798,45.25196,Weigh Station,Saint John New Brunswick
861,-66.79377,47.95821,Weigh Station,Glencoe New Brunswick
862,-65.02301,46.05554,Weigh Station,Salisbury New Brunswick
863,-65.02404,46.05763,Weigh Station,Salisbury New Brunswick
864,-64.46125,45.97943,Weigh Station,Sackville New Brunswick
865,-64.41645,45.96076,Weigh Station,Sackville New Brunswick
866,-64.25199,45.85182,Weigh Station,Amherst Nova Scotia
867,-64.25084,45.85006,Weigh Station,Amherst Nova Scotia
868,-64.25187,45.85188,Weigh Station,Amherst Nova Scotia
869,-64.25057,45.85023,Weigh Station,Amherst Nova Scotia
870,-63.53894,44.92495,Weigh Station,Halifax Nova Scotia
871,-63.53896,44.92504,Weigh Station,Halifax Nova Scotia
872,-98.1496,27.16668,Weigh Station,Falfurrias Texas
873,-98.14912,27.16573,Weigh Station,Falfurrias Texas
874,-88.9809,42.59883,Weigh Station,I-39 NB Near Janesville Wisconsin
875,-87.95032,42.49997,Weigh Station,I-94 WB@ Stateline
876,-87.95383,42.79493,Weigh Station,I-94 EB Near Caledonia Wisconsin
877,-100.24287,35.23134,Weigh Station,I-40  Shamrock Texas
878,-95.70347,29.55921,Weigh Station,US 59 SB Richmond Texas
879,-97.76844,29.62612,Weigh Station,I-10 WB Kingsbury Texas
880,-97.76659,29.62566,Weigh Station,I-10 EB Kingsbury Texas
881,-97.79405,27.01616,Homeland Security Check Station,US 77 Turcotte Texas
882,-94.28154,29.92158,Agriculture Inspection Station,I-10 EB Fannett Texas
883,-94.88188,30.79262,Roadside Inspection Station,US 59 NB Leggett Texas
884,-97.0737,32.87889,Random Roadside Inspection Area,360 && Glade Road NB Grapevine Texas
885,-97.02676,32.46683,Random Roadside Inspection Area,Highway 67 NB Midlothian Texas
886,-87.94735,42.46856,Weigh Station,Highway 41 @173 Zion Illinois
887,-97.34651,36.98383,Inspection Station,I-35 SB @ KS State line Braman Oklahoma
888,-95.26099,41.49802,Weigh Station,I-80 WB MM 44 Walnut Iowa
889,-99.52489,27.60038,Inspection Site,Bob Bullock @ River Bank Laredo Texas
890,-97.68764,30.23844,Inspection Site,183 South @ Vargas Road Austin Texas
891,-94.80564,31.1446,Weigh Station,US 59 SB Diboll Texas
892,-76.82297,40.15605,Weigh Station,I 83 SB/Susquehanna Expy S PA
893,-80.62007,33.15933,Weigh Station,I-95 NB SC
894,-77.12405,41.90351,Weigh Station,US 15 SB PA
895,-75.80119,39.38411,Weigh Station,Us 301 SB MD
896,-76.40698,39.01203,Weigh Station,Chesapeake Bay Brg W US 301 SB/US 50 WB MD
897,-82.26339,28.01943,Weigh Station,I 4 WB FL
898,-81.08614,37.48964,Weigh Station,I 77 SB WV
899,-80.48038,41.94311,Weigh Station,I 90 EB PA
900,-75.52155,41.27474,Weigh Station,I 380 SB PA
901,-75.51546,41.25353,Weigh Station,I 380 NB PA
902,-76.48498,36.76444,Weigh Station,US 13 VA
903,-86.88083,35.05587,Weigh Station,I 65 NB PA
904,-71.00818,41.93278,Weigh Station,I 495 SB MA
905,-79.51472,36.56252,Weigh Station,US 58 WB VA
906,-72.12123,42.05115,Weigh Station,I-84 WB MA
907,-75.96342,41.1307,Weigh Station,I-81 SB PA
908,-78.07118,39.32092,Weigh Station,I-81 NB WV
909,-76.07188,39.56898,Weigh Station,US 40 WB HWY 7 MD
910,-74.86697,40.25226,Weigh Station,
911,-76.03745,40.24526,Weigh Station,
912,-76.95277,39.01646,Weigh Station,
913,-80.40083,27.18872,Weigh Station,
914,-80.20541,27.00486,Weigh Station,
915,-75.5649,38.42622,N Salisbury Blvd US 13 SB Salisbury MD weigh station   ,
916,-75.53128,37.97605,Lankford Hwy US 13 SB Weigh Station New Church VA      ,
917,-75.56422,38.42617,N Salisbury Blvd US 13 NB Delmar MD weigh station      ,
918,-75.5649,38.42623,Weigh Station,
919,-97.89296,28.86115,Weigh Station,US 181 & 123 Kenedy TX
920,-98.0982,26.18772,Weigh Station,2/83 & 1423 E Alamo Tx
921,-98.09737,26.18803,Weigh Station,2/83 & 1423 W Alamo Tx
922,-77.84723,39.58656,Weigh Station, I 81 Sb Falling Waters WV 
923,-83.17331,30.38187,Fuel Inspection,US Highway 90 Dowling Park FL
924,-83.17372,30.3817,Fuel Inspection,US Highway 90 Dowling Park FL
